DESCRIPTIONID_VTM;VTM;CuentaDeVMP;Acumulado;GRUPO VTM
7148891000999112;PREPARADO CON LORATADINA;6;4254;GRUPO 43
7148901000999111;PREPARADO CON LORATADINA Y AMBROXOL;3;4257;GRUPO 43
10439261000999118;PREPARADO CON LORATADINA Y DEXAMETASONA;1;4258;GRUPO 43
10329271000999118;PREPARADO CON LORATADINA Y PSEUDOEFEDRINA;5;4263;GRUPO 43
6918471000999115;PREPARADO CON LORAZEPAM;10;4273;GRUPO 43
10417921000999116;PREPARADO CON LORMETAZEPAM;2;4275;GRUPO 43
10417021000999115;PREPARADO CON LORNOXICAM;3;4278;GRUPO 43
7192601000999114;PREPARADO CON LOSARTAN;3;4281;GRUPO 43
10314971000999118;PREPARADO CON LOSARTAN E HIDROCLOROTIAZIDA;3;4284;GRUPO 43
10623811000999119;PREPARADO CON LOTEPREDNOL;2;4286;GRUPO 43
10326261000999116;PREPARADO CON LOVASTATINA;2;4288;GRUPO 43
7206591000999118;PREPARADO CON LOXOPROFENO;1;4289;GRUPO 43
7132751000999114;PREPARADO CON LUMIRACOXIB;2;4291;GRUPO 43
10474111000999113;PREPARADO CON LUTEINA Y VITAMINA C;1;4292;GRUPO 43
6979571000999117;PREPARADO CON LUTROPIN ALFA;1;4293;GRUPO 43
10528491000999113;PREPARADO CON MACROGOL;2;4295;GRUPO 43
10704301000999110;PREPARADO CON MACROGOL 4000;1;4296;GRUPO 43
10518941000999115;PREPARADO CON MACROGOL Y PROPILENGLICOL;2;4298;GRUPO 43
10263821000999118;PREPARADO CON MACROGOL, CLORURO DE SODIO, CLORURO DE POTASIO Y BICARBONATO DE SODIO;1;4299;GRUPO 43
10433881000999114;PREPARADO CON MAGALDRATO;2;4301;GRUPO 43
7153361000999119;PREPARADO CON MAGNESIO;3;4304;GRUPO 44
11038571000999115;PREPARADO CON MAGNESIO TIAMINA Y PIRIDOXINA;1;4305;GRUPO 44
7153561000999113;PREPARADO CON MAGNESIO Y GINSENG;1;4306;GRUPO 44
10453201000999118;PREPARADO CON MAGNESIO Y RIBOFLAVINA;1;4307;GRUPO 44
10464301000999119;PREPARADO CON MAGNESIO, CALCIO Y VITAMINA D3;1;4308;GRUPO 44
8247961000999118;PREPARADO CON MALTODEXTRINA;1;4309;GRUPO 44
11022381000999111;PREPARADO CON MALTODEXTRINA, ALGINATO DE PLATA Y ACIDO ASCORBICO;1;4310;GRUPO 44
7168871000999117;PREPARADO CON MALTOSA Y CAFEINA;1;4311;GRUPO 44
12994041000999112;PREPARADO CON MALVA;1;4312;GRUPO 44
6992121000999113;PREPARADO CON MANITOL;4;4316;GRUPO 44
10253421000999113;PREPARADO CON MANTECA DE CACAO;2;4318;GRUPO 44
12676221000999110;PREPARADO CON MANTECA DE KARITE, ACEITE DE CANOLA Y OMEGA 3 Y 6;1;4319;GRUPO 44
10446541000999111;PREPARADO CON MARAVIROC;1;4320;GRUPO 44
10420221000999115;PREPARADO CON MAZINDOL;3;4323;GRUPO 44
10421071000999115;PREPARADO CON MAZINDOL Y CLORDIAZEPOXIDO;1;4324;GRUPO 44
8284951000999117;PREPARADO CON MEBENDAZOL;5;4329;GRUPO 44
10717491000999116;PREPARADO CON MEBEVERINA;1;4330;GRUPO 44
8309911000999114;PREPARADO CON MECLORETAMINA;1;4331;GRUPO 44
7153591000999118;PREPARADO CON MECOBALAMINA;1;4332;GRUPO 44
7153581000999116;PREPARADO CON MEDROGESTONA;1;4333;GRUPO 44
6919341000999111;PREPARADO CON MEDROXIPROGESTERONA;5;4338;GRUPO 44
6977371000999118;PREPARADO CON MEDROXIPROGESTERONA Y ESTRADIOL;2;4340;GRUPO 44
10447101000999118;PREPARADO CON MEDROXIPROGESTERONA Y ESTROGENO;2;4342;GRUPO 44
10434251000999116;PREPARADO CON MEFLOQUINA;1;4343;GRUPO 44
10392761000999118;PREPARADO CON MEGESTROL;3;4346;GRUPO 44
10757611000999115;PREPARADO CON MELAGATRAN;1;4347;GRUPO 44
6977561000999118;PREPARADO CON MELFALANO;3;4350;GRUPO 44
8232861000999112;PREPARADO CON MELILOTO;1;4351;GRUPO 44
10473341000999112;PREPARADO CON MELISA Y TILO;2;4353;GRUPO 44
6977591000999113;PREPARADO CON MELOXICAM;4;4357;GRUPO 44
7154001000999119;PREPARADO CON MELOXICAM Y PRIDINOL;1;4358;GRUPO 44
8283121000999113;PREPARADO CON MEMANTINA;3;4361;GRUPO 44
12751271000999110;PREPARADO CON MENOTROFINA;1;4362;GRUPO 44
10428651000999111;PREPARADO CON MENTA Y EQUISETUM;1;4363;GRUPO 44
10431091000999117;PREPARADO CON MENTOL;3;4366;GRUPO 44
10440741000999116;PREPARADO CON MENTOL Y ASPARTAMO;1;4367;GRUPO 44
10970751000999116;PREPARADO CON MENTOL Y SALICILATO DE METILO;4;4371;GRUPO 44
6979211000999111;PREPARADO CON MEPERIDINA;1;4372;GRUPO 44
6980071000999113;PREPARADO CON MEPIVACAINA;1;4373;GRUPO 44
8277121000999112;PREPARADO CON MEPREDNISONA;5;4378;GRUPO 44
10434401000999119;PREPARADO CON MEQUITAZINA;2;4380;GRUPO 44
10329001000999118;PREPARADO CON MERCAPTOPURINA;3;4383;GRUPO 44
6917801000999110;PREPARADO CON MEROPENEM;3;4386;GRUPO 44
7302301000999111;PREPARADO CON MESALAMINA;1;4387;GRUPO 44
10313501000999117;PREPARADO CON MESALAZINA;9;4396;GRUPO 44
6980441000999111;PREPARADO CON MESNA;2;4398;GRUPO 44
7154211000999110;PREPARADO CON METADONA;9;4407;GRUPO 45
7147601000999115;PREPARADO CON METAMIZOL SODICO;12;4419;GRUPO 45
7154381000999113;PREPARADO CON METAMIZOL SODICO Y CAFEINA;1;4420;GRUPO 45
11063301000999116;PREPARADO CON METAMIZOL SODICO Y CAMILOFINA;2;4422;GRUPO 45
8555111000999116;PREPARADO CON METAMIZOL SODICO Y DEXTROPROPOXIFENO;3;4425;GRUPO 45
7154531000999119;PREPARADO CON METAMIZOL SODICO Y DOMPERIDONA;1;4426;GRUPO 45
7154271000999119;PREPARADO CON METAMIZOL SODICO Y ESCOPOLAMINA;6;4432;GRUPO 45
7147691000999114;PREPARADO CON METAMIZOL SODICO Y METILBROMURO DE HOMATROPINA;3;4435;GRUPO 45
7147861000999118;PREPARADO CON METAMIZOL SODICO Y METILBROMURO DE OCTATROPINA;2;4437;GRUPO 45
7154661000999111;PREPARADO CON METAMIZOL SODICO Y METOCLOPRAMIDA;1;4438;GRUPO 45
7179351000999117;PREPARADO CON METAMIZOL SODICO Y PARGEVERINA;2;4440;GRUPO 45
7154571000999116;PREPARADO CON METAMIZOL SODICO Y PIROXICAM;1;4441;GRUPO 45
7154741000999119;PREPARADO CON METAMIZOL SODICO Y TETRACICLINA;2;4443;GRUPO 45
7154611000999113;PREPARADO CON METAMIZOL SODICO Y TIAMINA;1;4444;GRUPO 45
7187781000999112;PREPARADO CON METAMIZOL Y ACIDO SULFONICO;1;4445;GRUPO 45
6982061000999118;PREPARADO CON METARAMINOL;1;4446;GRUPO 45
10419581000999117;PREPARADO CON METAZOLAMIDA;1;4447;GRUPO 45
10307351000999116;PREPARADO CON METFORMINA;7;4454;GRUPO 45
8234091000999117;PREPARADO CON METHOXSALENO;1;4455;GRUPO 45
7147651000999116;PREPARADO CON METILBROMURO DE HOMATROPINA;3;4458;GRUPO 45
10454821000999114;PREPARADO CON METILBROMURO DE HOMATROPINA Y ACIDO DEHIDROCOLICO;1;4459;GRUPO 45
10642701000999119;PREPARADO CON METILBROMURO DE HOMATROPINA Y BENACTIZINA;1;4460;GRUPO 45
11068771000999119;PREPARADO CON METILCELULOSA;1;4461;GRUPO 45
8280611000999119;PREPARADO CON METILDOPA;2;4463;GRUPO 45
10440531000999116;PREPARADO CON METILDOPA Y HIDROCLOROTIAZIDA;1;4464;GRUPO 45
6980651000999110;PREPARADO CON METILERGOMETRINA;2;4466;GRUPO 45
10431291000999112;PREPARADO CON METILFENIDATO;9;4475;GRUPO 45
11028921000999111;PREPARADO CON METILNALTREXONA;1;4476;GRUPO 45
10553121000999111;PREPARADO CON METILPOLISILOXANO Y SORBITOL;1;4477;GRUPO 45
6972081000999115;PREPARADO CON METILPREDNISOLONA;8;4485;GRUPO 45
10923051000999114;PREPARADO CON METILPREDNISOLONA ACEPONATO;3;4488;GRUPO 45
10313321000999117;PREPARADO CON METIMAZOL;3;4491;GRUPO 45
10322331000999116;PREPARADO CON METIMAZOL Y CAFEINA;2;4493;GRUPO 45
7164081000999116;PREPARADO CON METIONINA;2;4495;GRUPO 45
10428931000999110;PREPARADO CON METIONINA Y TRIPTOFANO;1;4496;GRUPO 45
6967021000999111;PREPARADO CON METOCLOPRAMIDA;9;4505;GRUPO 45
10425491000999111;PREPARADO CON METOCLOPRAMIDA Y PANCREATINA;2;4507;GRUPO 46
10433831000999113;PREPARADO CON METOCLOPRAMIDA Y PAPAINA;1;4508;GRUPO 46
10287661000999116;PREPARADO CON METOCLOPRAMIDA Y SIMETICONA;6;4514;GRUPO 46
10317111000999118;PREPARADO CON METOPROLOL;5;4519;GRUPO 46
6917841000999112;PREPARADO CON METOTREXATO;15;4534;GRUPO 46
6972961000999113;PREPARADO CON METRONIDAZOL;20;4554;GRUPO 46
10421691000999111;PREPARADO CON METRONIDAZOL Y ESPERAMICINA;1;4555;GRUPO 46
10918091000999115;PREPARADO CON METRONIDAZOL Y MICONAZOL;3;4558;GRUPO 46
10403671000999116;PREPARADO CON METRONIDAZOL Y NISTATINA;2;4560;GRUPO 46
10403771000999113;PREPARADO CON METRONIDAZOL, MICONAZOL Y NEOMICINA;1;4561;GRUPO 46
10322141000999110;PREPARADO CON MEXILETINA;2;4563;GRUPO 46
10329181000999110;PREPARADO CON MIANSERINA;2;4565;GRUPO 46
7267261000999113;PREPARADO CON MICOFENOLATO DE MOFETILO;7;4572;GRUPO 46
6973361000999119;PREPARADO CON MICONAZOL;10;4582;GRUPO 46
11018281000999113;PREPARADO CON MICONAZOL Y OXIDO DE ZINC;1;4583;GRUPO 46
10403721000999112;PREPARADO CON MICONAZOL Y TINIDAZOL;2;4585;GRUPO 46
6973381000999111;PREPARADO CON MIDAZOLAM;7;4592;GRUPO 46
7166771000999114;PREPARADO CON MIDECAMICINA;1;4593;GRUPO 46
8302361000999116;PREPARADO CON MIDODRINA;1;4594;GRUPO 46
7154831000999116;PREPARADO CON MILNACIPRAN;2;4596;GRUPO 46
6973521000999115;PREPARADO CON MILRINONA;1;4597;GRUPO 46
8284021000999114;PREPARADO CON MINOCICLINA;3;4600;GRUPO 46
8283691000999117;PREPARADO CON MINOXIDIL;8;4608;GRUPO 47
7297001000999117;PREPARADO CON MIRTAZAPINA;2;4610;GRUPO 47
10433131000999119;PREPARADO CON MISOPROSTOL;2;4612;GRUPO 47
6973701000999119;PREPARADO CON MITOMICINA;3;4615;GRUPO 47
11263111000999114;PREPARADO CON MITOTANO;1;4616;GRUPO 47
6967061000999118;PREPARADO CON MITOXANTRONA;3;4619;GRUPO 47
10434031000999118;PREPARADO CON MIZOLASTINA;1;4620;GRUPO 47
7301871000999118;PREPARADO CON MODAFINIL;1;4621;GRUPO 47
10491661000999112;PREPARADO CON MOLGRAMOSTIM;2;4623;GRUPO 47
6973721000999111;PREPARADO CON MOLGRAMOSTRIM;1;4624;GRUPO 47
10759941000999117;PREPARADO CON MOLIBDATO DE AMONIO;1;4625;GRUPO 47
7155011000999115;PREPARADO CON MOLSIDOMINA;3;4628;GRUPO 47
7270781000999117;PREPARADO CON MOMETASONA;10;4638;GRUPO 47
10416541000999118;PREPARADO CON MONONITRATO DE ISOSORBIDA;3;4641;GRUPO 47
10304391000999115;PREPARADO CON MONONITRATO ISOSORBIDE;2;4643;GRUPO 47
10316681000999117;PREPARADO CON MONTELUKAST;4;4647;GRUPO 47
6973931000999111;PREPARADO CON MORFINA;26;4673;GRUPO 47
10533141000999118;PREPARADO CON MORFINA Y METOCLOPRAMIDA;9;4682;GRUPO 47
7158031000999118;PREPARADO CON MOSAPRIDA;3;4685;GRUPO 47
10325971000999113;PREPARADO CON MOXIFLOXACINA;3;4688;GRUPO 47
11030341000999117;PREPARADO CON MOXIFLOXACINA Y DEXAMETASONA;1;4689;GRUPO 47
10844181000999110;PREPARADO CON MUCOPOLISACARIDO POLISULFATO;4;4693;GRUPO 47
8280561000999117;PREPARADO CON MUPIROCINA;7;4700;GRUPO 47
6982091000999113;PREPARADO CON MUROMONAB-CD3;1;4701;GRUPO 48
11428331000999116;PREPARADO CON MYCOBACTERIUM BOVIS;3;4704;GRUPO 48
10446491000999119;PREPARADO CON NABILONA;2;4706;GRUPO 48
10420341000999115;PREPARADO CON NABUMETONA;2;4708;GRUPO 48
10326381000999116;PREPARADO CON NADOLOL;2;4710;GRUPO 48
11138221000999114;PREPARADO CON NAFARELINA;1;4711;GRUPO 48
8283271000999115;PREPARADO CON NAFAZOLINA;10;4721;GRUPO 48
10522841000999117;PREPARADO CON NAFAZOLINA Y FENIRAMINA;3;4724;GRUPO 48
11258121000999118;PREPARADO CON NAFAZOLINA Y MEPIRAMINA;1;4725;GRUPO 48
11105551000999116;PREPARADO CON NAFAZOLINA Y NEOMICINA;2;4727;GRUPO 48
11141061000999118;PREPARADO CON NAFAZOLINA Y PREDNISOLONA;1;4728;GRUPO 48
10418731000999119;PREPARADO CON NAFTIDROFURILO;1;4729;GRUPO 48
6982111000999117;PREPARADO CON NALBUFINA;3;4732;GRUPO 48
6982141000999118;PREPARADO CON NALOXONA;2;4734;GRUPO 48
10413591000999116;PREPARADO CON NALTREXONA;1;4735;GRUPO 48
6967131000999110;PREPARADO CON NANDROLONA;3;4738;GRUPO 48
6980711000999119;PREPARADO CON NAPROXENO;11;4749;GRUPO 48
10447861000999110;PREPARADO CON NAPROXENO SODICO;1;4750;GRUPO 48
10413891000999118;PREPARADO CON NAPROXENO Y CARISOPRODOL;1;4751;GRUPO 48
10327051000999111;PREPARADO CON NARATRIPTAN;1;4752;GRUPO 48
11128561000999117;PREPARADO CON NATAMICINA;1;4753;GRUPO 48
10434651000999118;PREPARADO CON NATEGLINIDA;1;4754;GRUPO 48
7177051000999111;PREPARADO CON NEBIVOLOL;3;4757;GRUPO 48
10805091000999117;PREPARADO CON NEDOCROMILO;1;4758;GRUPO 48
10434141000999114;PREPARADO CON NELFINAVIR;2;4760;GRUPO 48
8277211000999110;PREPARADO CON NEOMICINA;7;4767;GRUPO 48
10538691000999113;PREPARADO CON NEOMICINA  Y CETRIMIDA;2;4769;GRUPO 48
11004241000999114;PREPARADO CON NEOMICINA ACIDO SALICILICO Y GRISEOFULVINA;1;4770;GRUPO 48
10442681000999115;PREPARADO CON NEOMICINA E HIDROCORTISONA;3;4773;GRUPO 48
10625671000999110;PREPARADO CON NEOMICINA HIDROCORTISONA Y LIDOCAINA;2;4775;GRUPO 48
10899231000999113;PREPARADO CON NEOMICINA Y ACIDO ACEXAMICO;1;4776;GRUPO 48
10689561000999113;PREPARADO CON NEOMICINA Y BENZOCAINA;1;4777;GRUPO 48
10430621000999116;PREPARADO CON NEOMICINA Y CARBON ACTIVADO;1;4778;GRUPO 48
10902201000999117;PREPARADO CON NEOMICINA Y CENTELLA ASIATICA;5;4783;GRUPO 48
10592991000999112;PREPARADO CON NEOMICINA Y CISTEINA;1;4784;GRUPO 48
10409641000999114;PREPARADO CON NEOMICINA Y CLORURO DE ALUMINIO;2;4786;GRUPO 48
6982211000999110;PREPARADO CON NEOMICINA Y DEXAMETASONA;8;4794;GRUPO 48
10915941000999116;PREPARADO CON NEOMICINA Y DIETILESTILBESTROL;1;4795;GRUPO 48
10387531000999118;PREPARADO CON NEOMICINA Y DIFLUCORTOLONA;1;4796;GRUPO 48
10387171000999112;PREPARADO CON NEOMICINA Y ERGOCALCIFEROL;1;4797;GRUPO 48
6982181000999111;PREPARADO CON NEOMICINA Y FENILEFRINA;3;4800;GRUPO 48
10428611000999110;PREPARADO CON NEOMICINA Y GRAMICIDINA;5;4805;GRUPO 49
10450821000999118;PREPARADO CON NEOMICINA Y HEXILRESORCINOL;2;4807;GRUPO 49
10415921000999112;PREPARADO CON NEOMICINA Y LOPERAMIDA;1;4808;GRUPO 49
10917831000999113;PREPARADO CON NEOMICINA Y METRONIDAZOL;1;4809;GRUPO 49
10915621000999118;PREPARADO CON NEOMICINA Y MICONAZOL;1;4810;GRUPO 49
10915381000999113;PREPARADO CON NEOMICINA Y NISTATINA;1;4811;GRUPO 49
10704051000999112;PREPARADO CON NEOMICINA Y PAPAINA;3;4814;GRUPO 49
10452071000999110;PREPARADO CON NEOMICINA Y POLIMIXINA B;2;4816;GRUPO 49
10915791000999110;PREPARADO CON NEOMICINA Y RETINOL;2;4818;GRUPO 49
10439951000999112;PREPARADO CON NEOMICINA Y TIAMINA;1;4819;GRUPO 49
10424701000999113;PREPARADO CON NEOMICINA Y TIROTRICINA;2;4821;GRUPO 49
11113141000999110;PREPARADO CON NEOMICINA, DEXAMETASONA, POLIMIXINA Y LIDOCAINA;1;4822;GRUPO 49
11113091000999115;PREPARADO CON NEOMICINA, HIDROCORTISONA Y BENZOCAINA;1;4823;GRUPO 49
11139751000999115;PREPARADO CON NEOMICINA, NAFAZOLINA, GRAMICIDINA;3;4826;GRUPO 49
10464431000999115;PREPARADO CON NEOMICINA, NISTATINA, NITROFURAZONA Y VITAMINA A;1;4827;GRUPO 49
11055961000999111;PREPARADO CON NEPAFENAC;1;4828;GRUPO 49
6982251000999111;PREPARADO CON NESIRITIDE;1;4829;GRUPO 49
10327141000999113;PREPARADO CON NEVIRAPINA;2;4831;GRUPO 49
10452781000999110;PREPARADO CON NIACINA PIRIDOXINA Y RETINOL;1;4832;GRUPO 49
10542401000999115;PREPARADO CON NIACINAMIDA;1;4833;GRUPO 49
10288171000999118;PREPARADO CON NICARDIPINA;1;4834;GRUPO 49
7158961000999110;PREPARADO CON NICERGOLINA;4;4838;GRUPO 49
10434951000999113;PREPARADO CON NICOTINA;9;4847;GRUPO 49
10432851000999112;PREPARADO CON NICOTINAMIDA;1;4848;GRUPO 49
10689881000999118;PREPARADO CON NICOTINATO DE BENCILO Y APOLATO SODICO;1;4849;GRUPO 49
10424241000999115;PREPARADO CON NICOTINATO DE INOSITOL;1;4850;GRUPO 49
7264451000999116;PREPARADO CON NIFEDIPINA;14;4864;GRUPO 49
10443751000999111;PREPARADO CON NILOTINIB;1;4865;GRUPO 49
7159201000999113;PREPARADO CON NIMESULIDA;2;4867;GRUPO 49
7159271000999115;PREPARADO CON NIMESULIDA Y ORFENADRINA;1;4868;GRUPO 49
6982281000999116;PREPARADO CON NIMODIPINA;5;4873;GRUPO 49
7166831000999116;PREPARADO CON NIMODIPINO Y CITICOLINA;1;4874;GRUPO 49
10414391000999114;PREPARADO CON NIMORAZOL;2;4876;GRUPO 49
10435561000999118;PREPARADO CON NISOLDIPINA;2;4878;GRUPO 49
8284681000999117;PREPARADO CON NISTATINA;5;4883;GRUPO 49
10320471000999112;PREPARADO CON NITAZOXANIDA;2;4885;GRUPO 49
7269431000999114;PREPARADO CON NITISINONA;2;4887;GRUPO 49
10456801000999113;PREPARADO CON NITRATO DE PLATA;3;4890;GRUPO 49
10851941000999115;PREPARADO CON NITRATO DE PLATA Y CARBONATO DE CALCIO;1;4891;GRUPO 49
7159461000999110;PREPARADO CON NITRENDIPINO;3;4894;GRUPO 49
10916101000999112;PREPARADO CON NITROFURAL Y TIROTRICINA;1;4895;GRUPO 49
10286491000999111;PREPARADO CON NITROFURANTOINA;2;4897;GRUPO 49
10431171000999117;PREPARADO CON NITROFURANTOINA Y HEXILRESORCINOL;1;4898;GRUPO 49
10426671000999115;PREPARADO CON NITROFURANTOINA Y TETRACAINA;1;4899;GRUPO 49
8289441000999114;PREPARADO CON NITROFURAZONA;15;4914;GRUPO 50
6982301000999117;PREPARADO CON NITROGLICERINA;4;4918;GRUPO 50
10760761000999117;PREPARADO CON NITROGLICERINA Y DEXTROSA;1;4919;GRUPO 50
6982321000999114;PREPARADO CON NITROPRUSIATO SODICO;1;4920;GRUPO 50
7166901000999118;PREPARADO CON NOMEGESTROL;1;4921;GRUPO 50
10917721000999116;PREPARADO CON NONOXINOL;1;4922;GRUPO 50
6982361000999116;PREPARADO CON NOREPINEFRINA;1;4923;GRUPO 50
7247801000999116;PREPARADO CON NORETISTERONA;3;4926;GRUPO 50
8278061000999119;PREPARADO CON NORFLOXACINA;3;4929;GRUPO 50
10416201000999117;PREPARADO CON NORTRIPTILINA;1;4930;GRUPO 50
10429601000999118;PREPARADO CON NORTRIPTILINA Y PERFENAZINA;3;4933;GRUPO 50
10466271000999114;PREPARADO CON NOSCAPINA Y GUAIFENESINA;1;4934;GRUPO 50
10353081000999112;PREPARADO CON OCTOCOG ALFA;4;4938;GRUPO 50
6970431000999111;PREPARADO CON OCTREOTIDA;5;4943;GRUPO 50
6982391000999111;PREPARADO CON OFLOXACINA;6;4949;GRUPO 50
6986941000999115;PREPARADO CON OLANZAPINA;7;4956;GRUPO 50
10440361000999118;PREPARADO CON OLANZAPINA Y FLUOXETINA;4;4960;GRUPO 50
10432461000999111;PREPARADO CON OLIVO;1;4961;GRUPO 50
10440501000999111;PREPARADO CON OLMESARTAN;2;4963;GRUPO 50
10464191000999111;PREPARADO CON OLMESARTAN MEDOXOMILO E HIDROCLOROTIAZIDA;2;4965;GRUPO 50
10529761000999116;PREPARADO CON OLOPATADINA;2;4967;GRUPO 50
7302471000999113;PREPARADO CON OLSALACINA;1;4968;GRUPO 50
6982421000999116;PREPARADO CON OMALIZUMAB;1;4969;GRUPO 50
6982441000999110;PREPARADO CON OMEPRAZOL;18;4987;GRUPO 50
10526711000999113;PREPARADO CON OMEPRAZOL Y BICARBONATO DE SODIO;3;4990;GRUPO 50
10843521000999119;PREPARADO CON OMOCONAZOL;1;4991;GRUPO 50
10865451000999117;PREPARADO CON ONABOTULIN;2;4993;GRUPO 50
6982461000999114;PREPARADO CON ONDANSETRON;8;5001;GRUPO 50
6982481000999117;PREPARADO CON ORCIPRENALINA;1;5002;GRUPO 51
8280891000999110;PREPARADO CON ORLISTAT;2;5004;GRUPO 51
8479501000999119;PREPARADO CON ORNIDAZOL;1;5005;GRUPO 51
10436221000999116;PREPARADO CON ORTIGA;1;5006;GRUPO 51
10751541000999113;PREPARADO CON ORTOFTALDEHIDO;1;5007;GRUPO 51
10432031000999111;PREPARADO CON ORTOSYPHON;1;5008;GRUPO 51
10315301000999113;PREPARADO CON OSELTAMIVIR;1;5009;GRUPO 51
7167081000999113;PREPARADO CON OXACEPROL;1;5010;GRUPO 51
6982511000999112;PREPARADO CON OXALIPLATINO;2;5012;GRUPO 51
10418801000999119;PREPARADO CON OXATOMIDA;3;5015;GRUPO 51
7159711000999119;PREPARADO CON OXAZEPAM Y ALANINA;1;5016;GRUPO 51
8257091000999111;PREPARADO CON OXCARBAZEPINA;3;5019;GRUPO 51
7140651000999117;PREPARADO CON OXELADINA;5;5024;GRUPO 51
8280151000999111;PREPARADO CON OXIBUTININA;6;5030;GRUPO 51
10326431000999111;PREPARADO CON OXICODONA;10;5040;GRUPO 51
11022031000999112;PREPARADO CON OXICONAZOL;1;5041;GRUPO 51
7147971000999119;PREPARADO CON OXIDO DE MAGNESIO;2;5043;GRUPO 51
7148111000999112;PREPARADO CON OXIDO DE MAGNESIO Y LACTATO DE MAGNESIO;1;5044;GRUPO 51
10494751000999116;PREPARADO CON OXIDO DE ZINC;4;5048;GRUPO 51
10906531000999111;PREPARADO CON OXIDO DE ZINC Y AZULENO;1;5049;GRUPO 51
12987751000999117;PREPARADO CON OXIDO DE ZINC Y LANOLINA;1;5050;GRUPO 51
10639551000999115;PREPARADO CON OXIMETAZOLINA;5;5055;GRUPO 51
11128501000999118;PREPARADO CON OXIMETAZOLINA Y ACIDO HIALURONICO;1;5056;GRUPO 51
10477301000999119;PREPARADO CON OXIRACETAM;1;5057;GRUPO 51
10465361000999117;PREPARADO CON OXITETRACICLINA;1;5058;GRUPO 51
10700111000999115;PREPARADO CON OXITETRACICLINA E HIDROCORTISONA;2;5060;GRUPO 51
11017451000999118;PREPARADO CON OXITETRACICLINA Y POLIMIXINA B;1;5061;GRUPO 51
6982551000999113;PREPARADO CON OXITOCINA;2;5063;GRUPO 51
7167411000999114;PREPARADO CON OXITRIPTAN;1;5064;GRUPO 51
6982581000999118;PREPARADO CON PACLITAXEL;4;5068;GRUPO 51
8486671000999113;PREPARADO CON PALIPERIDONA;2;5070;GRUPO 51
6982611000999113;PREPARADO CON PALIVIZUMAB;1;5071;GRUPO 51
6982631000999115;PREPARADO CON PALMITATO COLFOSCERILO;5;5076;GRUPO 51
6982661000999111;PREPARADO CON PALONOSETRON;1;5077;GRUPO 51
10456941000999118;PREPARADO CON PAMABRON Y PARACETAMOL;1;5078;GRUPO 51
6982681000999119;PREPARADO CON PAMIDRONATO DISODICO;3;5081;GRUPO 51
6982701000999116;PREPARADO CON PANCREATINA;5;5086;GRUPO 51
10433351000999111;PREPARADO CON PANCREATINA Y ACIDO DEHIDROCOLICO;1;5087;GRUPO 51
10423391000999115;PREPARADO CON PANCREATINA Y AMILASA;1;5088;GRUPO 51
7159931000999114;PREPARADO CON PANCREATINA Y PEPSINA;1;5089;GRUPO 51
6908731000999113;PREPARADO CON PANCURONIO;2;5091;GRUPO 51
11172261000999116;PREPARADO CON PANITUMUMAB;1;5092;GRUPO 51
6982721000999113;PREPARADO CON PANTOPRAZOL;4;5096;GRUPO 51
7148201000999117;PREPARADO CON PANTOTENATO CALCICO Y HIERRO FUMARATO;1;5097;GRUPO 51
10465421000999117;PREPARADO CON PANTOTENATO DE CALCIO Y COLINA;1;5098;GRUPO 51
10441351000999111;PREPARADO CON PAPAINA Y TETRACICLINA;1;5099;GRUPO 51
6982751000999117;PREPARADO CON PAPAVERINA;1;5100;GRUPO 51
10468651000999115;PREPARADO CON PAPAVERINA Y ACIDO DEHIDROCOLICO;1;5101;GRUPO 52
10291131000999110;PREPARADO CON PAPAVERINA Y METAMIZOL SODICO;1;5102;GRUPO 52
7135221000999115;PREPARADO CON PARACETAMOL;19;5121;GRUPO 52
10325821000999116;PREPARADO CON PARACETAMOL  Y CLORZOXAZONA;1;5122;GRUPO 52
10467491000999111;PREPARADO CON PARACETAMOL BUTETAMATO CAFEINA Y FENILEFRINA;1;5123;GRUPO 52
10418341000999110;PREPARADO CON PARACETAMOL E HIDROCODONA;3;5126;GRUPO 52
10424451000999117;PREPARADO CON PARACETAMOL Y ACIDO ACETIL SALICILICO;3;5129;GRUPO 52
10725571000999119;PREPARADO CON PARACETAMOL Y BICARBONATO DE SODIO;2;5131;GRUPO 52
10317041000999118;PREPARADO CON PARACETAMOL Y CAFEINA;6;5137;GRUPO 52
10423551000999118;PREPARADO CON PARACETAMOL Y CARISOPRODOL;2;5139;GRUPO 52
7160151000999118;PREPARADO CON PARACETAMOL Y CLEMIZOL;1;5140;GRUPO 52
10278571000999118;PREPARADO CON PARACETAMOL Y CLORFENIRAMINA;6;5146;GRUPO 52
10307221000999118;PREPARADO CON PARACETAMOL Y CODEINA;6;5152;GRUPO 52
10390561000999114;PREPARADO CON PARACETAMOL Y DICLOFENAC;3;5155;GRUPO 52
10417641000999119;PREPARADO CON PARACETAMOL Y ESCOPOLAMINA;2;5157;GRUPO 52
10278501000999111;PREPARADO CON PARACETAMOL Y FENILEFRINA;13;5170;GRUPO 52
11044501000999116;PREPARADO CON PARACETAMOL Y GUAIFENESINA;2;5172;GRUPO 52
10429121000999116;PREPARADO CON PARACETAMOL Y LORATADINA;1;5173;GRUPO 52
7160291000999115;PREPARADO CON PARACETAMOL Y METAMIZOL SODICO;4;5177;GRUPO 52
