Productos_Clave	Productos_Descripcion	Importancia	Sustancias_Clave	Sustancias_Descripcion
2742	TRITTICO	0	2130	Trazodona
2750	TROLIT	0	4732	Levonorgestrel + etinilestradiol
2755	TURBOVIT	9	65	Ascórbico ácido
2755	TURBOVIT	9	97	Fólico ácido
2755	TURBOVIT	9	210	Alfa tocoferol
2755	TURBOVIT	9	574	Nicotinamida
2755	TURBOVIT	9	654	Vitamina A
2755	TURBOVIT	9	715	Pantenol
2755	TURBOVIT	9	777	Calcio fosfato
2755	TURBOVIT	9	794	Calcitriol
2755	TURBOVIT	9	836	Piridoxina
2755	TURBOVIT	9	872	Cianocobalamina
2755	TURBOVIT	9	889	Cinc
2755	TURBOVIT	9	977	Potasio cloruro
2755	TURBOVIT	9	1259	Riboflavina
2755	TURBOVIT	9	1404	Tiamina
2755	TURBOVIT	9	1801	Magnesio óxido
2755	TURBOVIT	9	1805	Manganeso sulfato
2755	TURBOVIT	9	1952	Cobre sulfato
2755	TURBOVIT	9	2310	Biotina
2755	TURBOVIT	9	2496	Potasio yoduro
2755	TURBOVIT	9	2764	Sodio molibdato
2758	TUSIGEN	1	1049	Codeína
2758	TUSIGEN	2	2062	Seudoefedrina
2758	TUSIGEN	3	2465	Clorfeniramina
2760	TYPHIM VI	0	5105	Vacuna antitífica
2766	ULTRAC	9	65	Ascórbico ácido
2766	ULTRAC	9	81	Vitamina B12
2766	ULTRAC	9	85	Hierro
2766	ULTRAC	9	210	Alfa tocoferol
2766	ULTRAC	9	405	Magnesio
2766	ULTRAC	9	434	Manganeso
2766	ULTRAC	9	574	Nicotinamida
2766	ULTRAC	9	654	Vitamina A
2766	ULTRAC	9	699	Ginseng
2766	ULTRAC	9	741	Calcio
2766	ULTRAC	9	791	Pantoténico ácido
2766	ULTRAC	9	836	Piridoxina
2766	ULTRAC	9	889	Cinc
2766	ULTRAC	9	962	Potasio
2766	ULTRAC	9	1044	Cobalto sulfato
2766	ULTRAC	9	1046	Cobre
2766	ULTRAC	9	1107	Deanol
2766	ULTRAC	9	1259	Riboflavina
2766	ULTRAC	9	1265	Rutina
2766	ULTRAC	9	1404	Tiamina
2766	ULTRAC	9	1570	Ergocalciferol
2766	ULTRAC	9	1678	Flúor
2768	ULTRAPROCT	1	1154	Dibucaína
2768	ULTRAPROCT	2	1628	Fluocortolona
2771	UNASYN IM/IV	0	1365	Sultamicilina
2772	UNASYNA	0	1365	Sultamicilina
2775	UNGÜENTO AESCULUS	1	1583	Escina
2775	UNGÜENTO AESCULUS	2	1776	Hamamelis
2776	UNGÜENTO ARNICA	0	2695	Arnica montana
2778	UNGÜENTO CICUTA	0	3093	Conium maculatum L.
2781	UNGÜENTO ECHINACEA	1	2854	Equinácea
2781	UNGÜENTO ECHINACEA	2	3087	Urtica dioica L.
2782	UNGÜENTO GRAPHITES	0	2864	Grafito
2783	UNGÜENTO HAMAMELIS	0	1776	Hamamelis
2789	UREN	0	1467	Triamtereno + hidroclorotiazida
2790	URO-MICINOVO	1	704	Sulfametoxazol + trimetoprima
2790	URO-MICINOVO	2	1683	Fenazopiridina
2791	UROALQUINE	1	77	Cítrico ácido
2791	UROALQUINE	2	1305	Sodio citrato
2791	UROALQUINE	3	2361	Potasio citrato
2793	UROGOTAN A	0	219	Alopurinol
2795	UROMITEXAN	0	453	Mesna
2796	UROPIMIDE	0	122	Pipemídico ácido
2802	VALCOTE	0	1311	Sodio divalproato
2804	VALOREL	0	1663	Etofenamato
2805	VALPIN	1	340	Octatropina
2805	VALPIN	2	1565	Fenobarbital
2810	VARIPLANT	1	4069	Silybum marianum L.
2810	VARIPLANT	2	1583	Escina
2810	VARIPLANT	3	1776	Hamamelis
2813	VASELINA EMULSIONADA L.CH.	0	1486	Vaselina
2815	VASELINA LIQUIDA MEDICINAL	0	1486	Vaselina
2818	VASELINA LIQUIDA MEDICINAL	0	1486	Vaselina
2820	VASELINA LIQUIDA MEDICINAL L.CH.	0	1486	Vaselina
2821	VASELINA SOLIDA	0	1486	Vaselina
2823	VATANAL	1	2580	Aceite de hígado de bacalao
2823	VATANAL	2	2680	Oxipolietoxidodecano
2823	VATANAL	3	2681	Clorocarvacrol
2823	VATANAL	9	306	Lanolina
2823	VATANAL	9	2580	Aceite de hígado de bacalao
2823	VATANAL	9	2680	Oxipolietoxidodecano
2823	VATANAL	9	2681	Clorocarvacrol
2824	VAXIGRIP	0	4021	Vacuna antigripal
2831	VENORUTON	0	1265	Rutina
2832	VENTIDE	1	536	Beclometasona
2832	VENTIDE	2	1272	Salbutamol
2835	VERMOIL	0	173	Albendazol
2839	VIADIL	0	1227	Propinoxato
2840	VIADIL COMPUESTO	1	1227	Propinoxato
2840	VIADIL COMPUESTO	2	1785	Dipirona
2841	VIBRAMICINA	0	1996	Doxiciclina
2846	VIGORBAN	9	433	Maltodextrina
2846	VIGORBAN	9	497	Minerales
2846	VIGORBAN	9	1514	Vitaminas
2846	VIGORBAN	9	2070	Sacarosa
2852	VIOLETA GENCIANA AL 2%	0	2623	Violeta de genciana
2853	VIOLETA DE GENCIANA AL 1%	0	2623	Violeta de genciana
2859	VISINE	0	2163	Tetrahidrozolina
2860	VISKALDIX	1	1873	Pindolol
2860	VISKALDIX	2	2744	Clopamida
2863	VI-SYNERAL	9	65	Ascórbico ácido
2863	VI-SYNERAL	9	81	Vitamina B12
2863	VI-SYNERAL	9	85	Hierro
2863	VI-SYNERAL	9	169	Yodo
2863	VI-SYNERAL	9	210	Alfa tocoferol
2863	VI-SYNERAL	9	366	Lisina
2863	VI-SYNERAL	9	405	Magnesio
2863	VI-SYNERAL	9	434	Manganeso
2863	VI-SYNERAL	9	574	Nicotinamida
2863	VI-SYNERAL	9	654	Vitamina A
2863	VI-SYNERAL	9	715	Pantenol
2863	VI-SYNERAL	9	741	Calcio
2863	VI-SYNERAL	9	791	Pantoténico ácido
2863	VI-SYNERAL	9	836	Piridoxina
2863	VI-SYNERAL	9	889	Cinc
2863	VI-SYNERAL	9	1046	Cobre
2863	VI-SYNERAL	9	1259	Riboflavina
2863	VI-SYNERAL	9	1404	Tiamina
2863	VI-SYNERAL	9	1570	Ergocalciferol
2863	VI-SYNERAL	9	1715	Fósforo
2866	VITAC	0	65	Ascórbico ácido
2870	VITAGENOL CAPSULAS	9	65	Ascórbico ácido
2870	VITAGENOL CAPSULAS	9	210	Alfa tocoferol
2870	VITAGENOL CAPSULAS	9	614	Beta caroteno
2870	VITAGENOL CAPSULAS	9	1629	Selenio
2874	VITAMINAS ADC L.CH.	1	65	Ascórbico ácido
2874	VITAMINAS ADC L.CH.	2	654	Vitamina A
2874	VITAMINAS ADC L.CH.	3	2136	Vitamina D3
2875	VITAMINAS B1 B6 B12	1	81	Vitamina B12
2875	VITAMINAS B1 B6 B12	2	836	Piridoxina
2875	VITAMINAS B1 B6 B12	3	1404	Tiamina
2880	VITAMINA E	0	210	Alfa tocoferol
2883	VITAMINA E	0	210	Alfa tocoferol
2885	VITAMINAS B1 B6 B12 10000 L.CH.	9	836	Piridoxina
2885	VITAMINAS B1 B6 B12 10000 L.CH.	9	872	Cianocobalamina
2885	VITAMINAS B1 B6 B12 10000 L.CH.	9	1006	Procaína
2885	VITAMINAS B1 B6 B12 10000 L.CH.	9	1404	Tiamina
2888	VITERNUM	0	1990	Dihexazín
2889	VITERNUM VITAMINADO	9	65	Ascórbico ácido
2889	VITERNUM VITAMINADO	9	574	Nicotinamida
2889	VITERNUM VITAMINADO	9	836	Piridoxina
2889	VITERNUM VITAMINADO	9	1259	Riboflavina
2889	VITERNUM VITAMINADO	9	1404	Tiamina
2889	VITERNUM VITAMINADO	9	1990	Dihexazín
2892	VIVOTIF	0	5105	Vacuna antitífica
2897	VOLTAREN EMULGEL	0	1159	Diclofenac dietilamina
2899	VONTROL	0	2142	Difenidol
2902	WINASORB	0	740	Paracetamol
2911	YASTA	1	55	Acetilsalicílico ácido
2911	YASTA	2	77	Cítrico ácido
2911	YASTA	3	1300	Sodio bicarbonato
2915	ZANTAC	0	1249	Ranitidina
2916	ZAVEDOS	0	2144	Idarrubicina
2917	ZENTEL	0	173	Albendazol
2918	ZENTRALIN	0	1621	Flunarizina
2921	ZETIX	0	1531	Zopiclona
2922	ZIMAQUIN	0	959	Clomifeno citrato
2931	ZOLBEN	0	740	Paracetamol
2934	ZOTRAN	0	229	Alprazolam
2935	ZOVIRAX	0	160	Aciclovir
2936	ZYLORIC	0	219	Alopurinol
2937	ZYRTEC	0	867	Cetirizina
2940	DICLOTAREN	0	1164	Diclofenac
2944	PEDIADERM	9	654	Vitamina A
2944	PEDIADERM	9	794	Calcitriol
2944	PEDIADERM	9	889	Cinc
2944	PEDIADERM	9	2136	Vitamina D3
2944	PEDIADERM	9	2316	Bórico ácido
2944	PEDIADERM	9	2580	Aceite de hígado de bacalao
2947	CLIMATROL FORTE	1	442	Medroxiprogesterona
2947	CLIMATROL FORTE	2	1644	Estrógenos conjugados
2954	ZITHROMAX	0	2567	Azitromicina
2962	MULTIFUNG	0	633	Bifonazol
2963	TELEBRIX 30 MEGLUMINA	0	448	Meglumina yoxitalamato
2964	TELEBRIX 350	0	448	Meglumina yoxitalamato
2970	NURSOY	9	65	Ascórbico ácido
2970	NURSOY	9	97	Fólico ácido
2970	NURSOY	9	117	Oleico ácido
2970	NURSOY	9	210	Alfa tocoferol
2970	NURSOY	9	414	Magnesio cloruro
2970	NURSOY	9	479	Metionina
2970	NURSOY	9	574	Nicotinamida
2970	NURSOY	9	614	Beta caroteno
2970	NURSOY	9	654	Vitamina A
2970	NURSOY	9	741	Calcio
2970	NURSOY	9	760	Calcio carbonato
2970	NURSOY	9	762	Calcio cloruro
2970	NURSOY	9	777	Calcio fosfato
2970	NURSOY	9	791	Pantoténico ácido
2970	NURSOY	9	794	Calcitriol
2970	NURSOY	9	836	Piridoxina
2970	NURSOY	9	872	Cianocobalamina
2970	NURSOY	9	889	Cinc
2970	NURSOY	9	962	Potasio
2970	NURSOY	9	973	Potasio bicarbonato
2970	NURSOY	9	1056	Colina
2970	NURSOY	9	1305	Sodio citrato
2970	NURSOY	9	1343	Soja
2970	NURSOY	9	1372	Taurina
2970	NURSOY	9	1404	Tiamina
2970	NURSOY	9	1805	Manganeso sulfato
2970	NURSOY	9	1926	Carnitina
2970	NURSOY	9	1952	Cobre sulfato
2970	NURSOY	9	2069	Fitomenadiona
2970	NURSOY	9	2219	Aceite de coco
2970	NURSOY	9	2308	Hierro sulfato
2970	NURSOY	9	2310	Biotina
2970	NURSOY	9	2361	Potasio citrato
2970	NURSOY	9	2496	Potasio yoduro
2970	NURSOY	9	2589	Aceite de soja
2972	SEDOFANTIL	0	758	Calcio bromolactobionato
2974	CAPRIMIDA	0	760	Calcio carbonato
2990	LEPONEX	0	2552	Clozapina
2991	SANDIMMUN	0	881	Ciclosporina
2993	SANDOSTATIN	0	1857	Octreotida
3001	CERVILANE	1	386	Lomifilina
3001	CERVILANE	2	1187	Dihidroergocristina
3002	ESCAR T CENTELLA ASIATICA	0	863	Centella asiática
3005	ESCAR T-NEOMICINA	1	863	Centella asiática
3005	ESCAR T-NEOMICINA	2	553	Neomicina
3008	ENSURE	9	97	Fólico ácido
3008	ENSURE	9	210	Alfa tocoferol
3008	ENSURE	9	414	Magnesio cloruro
3008	ENSURE	9	574	Nicotinamida
3008	ENSURE	9	654	Vitamina A
3008	ENSURE	9	777	Calcio fosfato
3008	ENSURE	9	791	Pantoténico ácido
3008	ENSURE	9	836	Piridoxina
3008	ENSURE	9	872	Cianocobalamina
3008	ENSURE	9	889	Cinc
3008	ENSURE	9	977	Potasio cloruro
3008	ENSURE	9	1046	Cobre
3008	ENSURE	9	1259	Riboflavina
3008	ENSURE	9	1343	Soja
3008	ENSURE	9	1404	Tiamina
3008	ENSURE	9	1805	Manganeso sulfato
3008	ENSURE	9	2069	Fitomenadiona
3008	ENSURE	9	2070	Sacarosa
3008	ENSURE	9	2136	Vitamina D3
3008	ENSURE	9	2259	Calcio caseinato
3008	ENSURE	9	2308	Hierro sulfato
3008	ENSURE	9	2310	Biotina
3008	ENSURE	9	2361	Potasio citrato
3008	ENSURE	9	2496	Potasio yoduro
3008	ENSURE	9	2662	Cromo
3008	ENSURE	9	2671	Sodio caseinato
3008	ENSURE	9	2764	Sodio molibdato
3008	ENSURE	9	2819	Sodio selenio
3008	ENSURE	9	2895	Lecitina
3008	ENSURE	9	3526	Cromo cloruro
3008	ENSURE	9	4492	Zea mays L.
3011	LIVIAL	0	1412	Tibolona
3013	BAJATEN	0	1556	Enalapril
3014	NEO BUTARTROL	1	128	Ibuprofeno
3014	NEO BUTARTROL	2	1785	Dipirona
3014	NEO BUTARTROL	3	2084	Clormezanona
3017	BICNU	0	829	Carmustina
3018	HYDREA	0	2372	Hidroxiurea
3019	MEGACE	0	444	Megestrol
3029	CLAVINEX	0	3013	Amoxicilina + ácido clavulánico
3043	METOTREXATO	0	488	Metotrexato
3054	PIRITINOL L.CH.	0	910	Piritinol
3055	TROXXIL	0	1418	Tinidazol
3057	CALCEFOR	0	760	Calcio carbonato
3058	ENADIOL	0	1600	Estradiol
3059	TIORIDAZINA L.CH.	0	1422	Tioridazina
3062	GINEDAZOL DUAL	1	493	Miconazol
3062	GINEDAZOL DUAL	2	1418	Tinidazol
3063	VITAMINA E L.CH.	0	210	Alfa tocoferol
3064	MIGRATAM	1	735	Cafeína
3064	MIGRATAM	2	1575	Ergotamina
3064	MIGRATAM	3	1785	Dipirona
3065	ACIDO MEFENAMICO L.CH.	0	107	Mefenámico ácido
3067	CINARIZINA L.CH.	0	887	Cinarizina
3068	CLOBETASOL L.CH.	0	942	Clobetasol
3069	CLORMEZANONA L.CH.	0	2084	Clormezanona
3070	FLUNARIZINA L.CH.	0	1621	Flunarizina
3071	KETOPROFENO L.CH.	0	241	Ketoprofeno
3072	LINCOMICINA L.CH.	0	350	Lincomicina
3073	NAPROXENO SODICO L.CH.	0	542	Naproxeno
3075	NANDROLONA DECANOATO L.CH.	0	537	Nandrolona
3076	TRICEF	0	850	Cefixima
3077	KILNITS	0	774	Permetrina
3078	FENOKOMP 39	9	77	Cítrico ácido
3078	FENOKOMP 39	9	538	Belladona
3078	FENOKOMP 39	9	1574	Fenolftaleína
3078	FENOKOMP 39	9	2913	Nux vomica
3079	RINOVEN	1	2062	Seudoefedrina
3079	RINOVEN	2	2465	Clorfeniramina
3081	AZACORTID	0	1116	Deflazacort
3082	HIPOGE	0	25	Hidrocortisona
3083	LAMISIL	0	2613	Terbinafina
3084	AFLAREX	0	1634	Fluorometolona
3116	LEVADURA DE CERVEZA	0	1979	Levadura de cerveza
3117	LECITINA 1200	0	2895	Lecitina
3120	CARTILAGO D-6	0	2201	Cartílago extracto
3121	DAIVONEX	0	2603	Calcipotriol
3131	SOLVOBIL	0	150	Ursodesoxicólico ácido
3134	CIPROFLOXACINO	0	899	Ciprofloxacina
3138	ALCOHOL DESNATURALIZADO	0	2771	Alcohol
3139	GLICERINA	0	1745	Glicerina
3141	AMILENE	0	2534	Ondansetrón
3142	NIFURAT	1	1181	Nifuroxazida
3142	NIFURAT	2	362	Atapulgita
3145	LORATADINA	0	396	Loratadina
3154	IBEROL 500 + FOLICO 800 GRADUMET	9	65	Ascórbico ácido
3154	IBEROL 500 + FOLICO 800 GRADUMET	9	81	Vitamina B12
3154	IBEROL 500 + FOLICO 800 GRADUMET	9	97	Fólico ácido
3154	IBEROL 500 + FOLICO 800 GRADUMET	9	574	Nicotinamida
3154	IBEROL 500 + FOLICO 800 GRADUMET	9	791	Pantoténico ácido
3154	IBEROL 500 + FOLICO 800 GRADUMET	9	836	Piridoxina
3154	IBEROL 500 + FOLICO 800 GRADUMET	9	1259	Riboflavina
3154	IBEROL 500 + FOLICO 800 GRADUMET	9	1404	Tiamina
3154	IBEROL 500 + FOLICO 800 GRADUMET	9	2308	Hierro sulfato
3161	ATROVENT	0	182	Ipratropio bromuro
3163	CAPRIMIDA D	1	760	Calcio carbonato
3163	CAPRIMIDA D	2	2136	Vitamina D3
3169	PLAQUETIL	0	2566	Ticlopidina
3170	SAL LITE	9	412	Magnesio carbonato
3170	SAL LITE	9	975	Potasio bromuro
3170	SAL LITE	9	977	Potasio cloruro
3170	SAL LITE	9	1146	Dextrosa
3170	SAL LITE	9	1306	Sodio cloruro
3170	SAL LITE	9	2496	Potasio yoduro
3171	FOLIFER	9	65	Ascórbico ácido
3171	FOLIFER	9	97	Fólico ácido
3171	FOLIFER	9	872	Cianocobalamina
3171	FOLIFER	9	3021	Hierro fumarato
3172	AROXAT	0	2571	Paroxetina
3173	FERRANEM	9	65	Ascórbico ácido
3173	FERRANEM	9	97	Fólico ácido
3173	FERRANEM	9	872	Cianocobalamina
3173	FERRANEM	9	2308	Hierro sulfato
3184	GINKGO BILOBA L.CH.	0	1735	Ginkgo biloba
3186	PENTOXIFILINA L.CH.	0	769	Pentoxifilina
3187	TURBOGESIC	0	1164	Diclofenac
3188	BURTEN	0	245	Ketorolac
3190	COTRIMOXAZOL	0	704	Sulfametoxazol + trimetoprima
3192	SANITER COMPUESTO	0	809	Levodopa + carbidopa
3193	COTRISAN	0	1039	Clotrimazol
3195	AB ANTITUSIVO	1	639	Noscapina
3195	AB ANTITUSIVO	2	1014	Clorhexidina
3199	TEARS NATURALE II	1	78	Hidroxipropilmetilcelulosa
3199	TEARS NATURALE II	2	1139	Dextrán
3200	TEARS NATURALE FREE	1	78	Hidroxipropilmetilcelulosa
3200	TEARS NATURALE FREE	2	1139	Dextrán
3204	CIDOTEN INYECTABLE	0	616	Betametasona
3207	ENDOXAN	0	874	Ciclofosfamida
3209	ELIXINE	0	1377	Teofilina
3213	LOCERYL	0	2570	Amorolfina
3215	LANEXAT	0	1617	Flumazenil
3216	NEUPOGEN	0	2357	Filgrastim
3225	GLAFORNIL	0	2185	Metformina
3228	BETAMETASONA	0	616	Betametasona
3229	CARBAMAZEPINA	0	801	Carbamazepina
3236	VITAMINA E	0	210	Alfa tocoferol
3243	URSOFALK CAPSULAS	0	150	Ursodesoxicólico ácido
3244	HIPECOR	0	2792	Sotalol
3245	BRITAXOL	0	1590	Paclitaxel
3249	ELCAL	0	760	Calcio carbonato
3251	ACICLOVIR	0	160	Aciclovir
3252	BROMHEXINA	0	692	Bromhexina
3253	CLORAMFENICOL	0	967	Cloranfenicol
3254	DICLOFENACO	0	1164	Diclofenac
3256	MUCOBROL	1	531	Clofedianol
3256	MUCOBROL	2	692	Bromhexina
3256	MUCOBROL	3	2783	Amonio citrato
3258	OSSOGENON	9	741	Calcio
3258	OSSOGENON	9	1066	Colágeno
3258	OSSOGENON	9	1233	Proteínas
3258	OSSOGENON	9	1715	Fósforo
3258	OSSOGENON	9	2875	Péptidos
3259	DICLOFENACO SODICO	0	1164	Diclofenac
3260	METAMIZOL SODICO (DIPIRONA)	0	1785	Dipirona
3262	METOCLOPRAMIDA CLORHIDRATO	0	480	Metoclopramida
3264	CAM	1	616	Betametasona
3264	CAM	2	2465	Clorfeniramina
3265	ENADIOL MP	1	1600	Estradiol
3265	ENADIOL MP	2	442	Medroxiprogesterona
3266	FRESHMEL	0	1014	Clorhexidina
3267	YOCON	0	2433	Yohimbina
3274	ACT-HIB	0	4962	Vacuna contra Haemophilus influenzae B (Hib)
3278	PNEUMO 23	0	5100	Vacuna antineumocócica
3283	CAFIASPIRINA	1	55	Acetilsalicílico ácido
3283	CAFIASPIRINA	2	735	Cafeína
3290	TIMOGLOBULINA	0	4987	Globulina antitimocitos
3296	CICLOMEX	0	3986	Etinilestradiol + gestodeno
3297	ACAMOL	0	740	Paracetamol
3306	EUCERIN PH5 SKIN CARE	9	1326	Sodio laurilsulfato
3306	EUCERIN PH5 SKIN CARE	9	1486	Vaselina
3306	EUCERIN PH5 SKIN CARE	9	1745	Glicerina
3306	EUCERIN PH5 SKIN CARE	9	1790	Aceite de ricino
3306	EUCERIN PH5 SKIN CARE	9	2184	Aceites minerales
3306	EUCERIN PH5 SKIN CARE	9	2192	Isopropilo palmitato
3306	EUCERIN PH5 SKIN CARE	9	2783	Amonio citrato
3308	EUCERIN SOLAR	9	210	Alfa tocoferol
3308	EUCERIN SOLAR	9	2821	Eucerit
3308	EUCERIN SOLAR	9	2829	Bisabolol
3311	NIMUS	0	632	Bezafibrato
3315	MIGRA-NEFERSIL	1	1575	Ergotamina
3315	MIGRA-NEFERSIL	2	2975	Lisina clonixinato
3316	DESSOLETS	1	522	Nafazolina
3316	DESSOLETS	2	1558	Feniramina
3322	PLAQUINOL	0	2847	Hidroxicloroquina
3323	KONAKION MM	0	2069	Fitomenadiona
3337	HYTRIN	0	1959	Terazosín
3355	AYREMENTOL	1	194	Alcanfor
3355	AYREMENTOL	2	449	Mentol
3356	ALCOHOL YODADO	1	169	Yodo
3356	ALCOHOL YODADO	2	2496	Potasio yoduro
3357	BUCOSEPTIL	0	1014	Clorhexidina
3358	FERRANIM	9	65	Ascórbico ácido
3358	FERRANIM	9	81	Vitamina B12
3358	FERRANIM	9	85	Hierro
3358	FERRANIM	9	97	Fólico ácido
3359	CLONALGIN	0	2975	Lisina clonixinato
3361	IBUPIRAC COMPUESTO	1	128	Ibuprofeno
3361	IBUPIRAC COMPUESTO	2	740	Paracetamol
3369	ALUMINIO HIDROXIDO S.O.	0	254	Aluminio hidróxido
3370	CLOTRIMAZOL	0	1039	Clotrimazol
3371	DICLOFENACO SODICO	0	1164	Diclofenac
3373	KETOCONAZOL	0	238	Ketoconazol
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	65	Ascórbico ácido
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	81	Vitamina B12
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	97	Fólico ácido
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	210	Alfa tocoferol
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	216	Nicotínico ácido
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	405	Magnesio
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	434	Manganeso
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	575	Cloro
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	654	Vitamina A
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	741	Calcio
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	791	Pantoténico ácido
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	836	Piridoxina
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	889	Cinc
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	962	Potasio
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	1046	Cobre
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	1233	Proteínas
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	1259	Riboflavina
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	1292	Sodio
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	1404	Tiamina
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	1570	Ergocalciferol
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	1715	Fósforo
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	2069	Fitomenadiona
3376	ENFAMIL FORTIFICADOR DE LECHE MATERNA	9	2310	Biotina
3379	DANTRIUM INTRAVENOSO	0	2092	Dantroleno sódico
3384	NOVAFAC CC	1	442	Medroxiprogesterona
3384	NOVAFAC CC	2	1644	Estrógenos conjugados
3387	OXOLAMINA	0	2557	Oxolamina
3388	ALOPURINOL	0	219	Alopurinol
3389	BIFONAZOL	0	633	Bifonazol
3393	DORMINOCTIL	0	2805	Doxilamina
3394	CARDIOASPIRINA	0	55	Acetilsalicílico ácido
3395	ORTOXINE	0	1014	Clorhexidina
3419	COROTROPE	0	2888	Milrinona
3428	ENALTEN D	1	22	Hidroclorotiazida
3428	ENALTEN D	2	1556	Enalapril
3429	OFTAGEN COMPUESTO	1	616	Betametasona
3429	OFTAGEN COMPUESTO	2	1728	Gentamicina
3430	OFTASONA P	0	616	Betametasona
3431	CIPROVAL OFTALMICO	0	899	Ciprofloxacina
3441	CLEXANE	0	2720	Enoxaparina sódica
3446	LAMPIT	0	585	Nifurtimox
3452	FLIXOTIDE	0	2626	Fluticasona
3453	FLIXONASE	0	2626	Fluticasona
3454	FLUTIVATE	0	2626	Fluticasona
3455	PULBRONC	1	311	Amonio cloruro
3455	PULBRONC	2	656	Orciprenalina
3455	PULBRONC	3	952	Clobutinol
3456	GLUCOBAY	0	30	Acarbosa
3457	SERETRAN	0	2571	Paroxetina
3465	CLINIUM	0	1637	Fluoxetina
3467	CARDURA	0	2728	Doxazosín
3471	DOXICICLINA L.CH.	0	1996	Doxiciclina
3472	AUSENTRON	0	960	Clomipramina
3475	DONOMIX	1	616	Betametasona
3475	DONOMIX	2	1039	Clotrimazol
3476	GOTALGIC	9	346	Lidocaína
3476	GOTALGIC	9	553	Neomicina
3476	GOTALGIC	9	616	Betametasona
3476	GOTALGIC	9	949	Polimixina B
3477	VITA-NAT	1	65	Ascórbico ácido
3477	VITA-NAT	2	654	Vitamina A
3477	VITA-NAT	3	794	Calcitriol
3479	CHOLAX	0	834	Cassia angustifolia Vahl.
3480	VITAMINA C	0	65	Ascórbico ácido
3482	PROLONG 1000	0	346	Lidocaína
3491	HIDRORONOL T	0	1467	Triamtereno + hidroclorotiazida
3496	FAMIDAL DUAL	1	493	Miconazol
3496	FAMIDAL DUAL	2	1418	Tinidazol
3502	GEMITIN OFTALMICO	0	967	Cloranfenicol
3503	PREDSOLETS FORTE	0	993	Prednisolona
3504	SUSTENAN 250	0	1387	Testosterona
3521	MEDROXIPROGESTERONA	0	442	Medroxiprogesterona
3525	TETAVAX	0	1437	Toxoide tetánico
3527	ACEITE DE ARNICA	0	2695	Arnica montana
3528	ACEITE CALENDULA MANZANILLA	1	2916	Manzanilla
3528	ACEITE CALENDULA MANZANILLA	2	2931	Caléndula extracto
3530	TALCO CALENDULADO	0	2931	Caléndula extracto
3540	SIPIRAC AP	0	1158	Diclofenac sódico
3545	AUGMENTIN INTRAVENOSO	0	3013	Amoxicilina + ácido clavulánico
3562	PROPANOLOL CLORHIDRATO	0	2493	Propanolol
3563	RANITIDINA	0	1249	Ranitidina
3566	VERAPAMILO CLORHIDRATO	0	1490	Verapamilo
3567	AMIODARONA CLORHIDRATO	0	293	Amiodarona
3568	BUPIVACAINA CLORHIDRATO	0	720	Bupivacaína
3569	CIMETIDINA	0	885	Cimetidina
3575	EFEDRINA SULFATO	0	1547	Efedrina
3577	FAMOTIDINA	0	1674	Famotidina
3581	BICARBONATO DE SODIO	0	1300	Sodio bicarbonato
3592	RETACNYL	0	1445	Tretinoína
3596	GENOTONORM	0	1339	Somatotropina
3597	KYTRIL	0	1994	Granisetrón
3612	BERSEN	0	998	Prednisona
3614	FUROSEMIDA	0	1711	Furosemida
3616	BUFLOMEDIL	0	712	Buflomedilo
3617	CODEIPAR	1	740	Paracetamol
3617	CODEIPAR	2	1049	Codeína
3622	CYMEVENE	0	1724	Ganciclovir
3625	CASEINATO DE CALCIO	0	2259	Calcio caseinato
3673	RECORMON	0	2457	Eritropoyetina
3677	MAG-TAB S.R.	0	424	Magnesio lactato
3679	MISOTROL	0	500	Misoprostol
3680	AEROVIAL	0	2317	Budesónida
3687	NORMATOL	0	2772	Gabapentín
3695	VISCOZYME	0	1126	Desoxirribonucleasa
3768	FUROXONA	0	1710	Furazolidona
3769	MACRODANTINA	0	600	Nitrofurantoína
3770	FURACIN	0	603	Nitrofurazona
3774	HIDROFUGAL	9	578	Benzalconio cloruro
