"DESCRIPTIONID_VTM"	"VTM"	"DESCRIPTIONID_VMP"	"VMP"
"10420851000999110"	"PREPARADO CON VITAMINA C Y BIOFLAVONOIDE"	"10420841000999113"	"VITAMINA C 250 MG BIOFLAVONOIDES 350 MG COMPRIMIDO"
"10420851000999110"	"PREPARADO CON VITAMINA C Y BIOFLAVONOIDE"	"11093251000999112"	"ACIDO ASCORBICO 200 MG/5 ML BIOFLAVONOIDES 200MG/5 ML SOLUCION EN ENVASE DE 120 ML"
"10420851000999110"	"PREPARADO CON VITAMINA C Y BIOFLAVONOIDE"	"6886061000999111"	"ACIDO ASCORBICO 200 MG BIOFLAVONOIDES 200 MG COMPRIMIDO"
"10420861000999112"	"PREPARADO CON POLICARBOFILO"	"6914241000999118"	"POLICARBOFILO 500 MG COMPRIMIDO"
"10420861000999112"	"PREPARADO CON POLICARBOFILO"	"6914281000999111"	"POLICARBOFILO 625 MG COMPRIMIDO"
"10420861000999112"	"PREPARADO CON POLICARBOFILO"	"6970741000999110"	"POLICARBOFILO 20,75 MG OVULO VAGINAL"
"10420901000999118"	"PREPARADO CON CETIRIZINA Y PSEDOEFEDRINA"	"10420961000999117"	"CETIRIZINA 5 MG PSEUDOEFEDRINA 120 MG COMPRIMIDO"
"10420991000999112"	"PREPARADO CON HIDROCLOROTIAZIDA Y QUINAPRIL"	"6904571000999113"	"HIDROCLOROTIAZIDA 12,5 MG QUINAPRIL 20 MG COMPRIMIDO"
"10421051000999112"	"PREPARADO CON SIMETICONA Y MAGALDRATO"	"11055851000999118"	"SIMETICONA 6 MG/ML MAGALDRATO 80 MG/ML SUSPENSION ORAL EN ENVASE DE 200 ML"
"10421051000999112"	"PREPARADO CON SIMETICONA Y MAGALDRATO"	"6920761000999110"	"SIMETICONA 40 MG MAGALDRATO 800 MG COMPRIMIDO"
"10421071000999115"	"PREPARADO CON MAZINDOL Y CLORDIAZEPOXIDO"	"6919021000999115"	"MAZINDOL 2 MG CLORDIAZEPOXIDO 5 MG COMPRIMIDO"
"10421131000999117"	"PREPARADO CON ETINILESTRADIOL Y NORGESTREL"	"6893541000999111"	"ETINILESTRADIOL 0,03 MG NORGESTREL 0,15 MG COMPRIMIDO"
"10421131000999117"	"PREPARADO CON ETINILESTRADIOL Y NORGESTREL"	"6967011000999116"	"ETINILESTRADIOL 0,050 MG NORGESTREL 0,5 MG COMPRIMIDO"
"10421181000999116"	"PREPARADO CON FENOLFTALEINA"	"6931311000999119"	"FENOLFTALEINA 120 MG COMPRIMIDO"
"10421191000999118"	"PREPARADO CON PIRITINOL"	"10421241000999118"	"PIRITINOL 200 MG, COMPRIMIDO"
"10421421000999111"	"PREPARADO CON LEVOTIROXINA SODICA Y LIOTIRONINA"	"6999991000999118"	"LEVOTIROXINA SODICA 120 MCG LIOTIRONINA 30 MCG COMPRIMIDO"
"10421421000999111"	"PREPARADO CON LEVOTIROXINA SODICA Y LIOTIRONINA"	"7000011000999112"	"LEVOTIROXINA SODICA 60 MCG LIOTIRONINA 15 MCG COMPRIMIDO"
"10421421000999111"	"PREPARADO CON LEVOTIROXINA SODICA Y LIOTIRONINA"	"7000031000999119"	"LEVOTIROXINA SODICA 90 MCG LIOTIRONINA 10 MCG COMPRIMIDO"
"10421501000999118"	"PREPARADO CON CAFEINA Y VITAMINA E"	"6927751000999112"	"CAFEINA 20 MG VITAMINA E 5 MG COMPRIMIDO"
"10421521000999110"	"PREPARADO CON HIDROXIPROGESTERONA"	"6908791000999112"	"HIDROXIPROGESTERONA 50 MG COMPRIMIDO"
"10421661000999116"	"PREPARADO CON AMOXICILINA Y DICLOFENAC"	"10421651000999118"	"AMOXICILINA 500 MG DICLOFENAC 50 MG COMPRIMIDO"
"10421661000999116"	"PREPARADO CON AMOXICILINA Y DICLOFENAC"	"10421821000999113"	"AMOXICILINA 500 MG DICLOFENAC 25 MG COMPRIMIDO"
"10421691000999111"	"PREPARADO CON METRONIDAZOL Y ESPERAMICINA"	"6972781000999118"	"METRONIDAZOL 125 MG ESPIRAMICINA 250 MG COMPRIMIDO"
"10421751000999110"	"PREPARADO CON ESPIRONOLACTONA Y HIDROCLOROTIAZIDA"	"6894491000999116"	"ESPIRONOLACTONA 100 MG HIDROCLOROTIAZIDA 10 MG COMPRIMIDO"
"10421781000999115"	"PREPARADO CON PARACETAMOL Y PIROXICAM"	"7007981000999118"	"PARACETAMOL 500 MG PIROXICAM 10 MG COMPRIMIDO"
"10421831000999111"	"PREPARADO CON DEXTROMETORFANO Y PARACETAMOL"	"7026521000999118"	"DEXTROMETORFANO 15 MG PARACETAMOL 325 MG COMPRIMIDO"
"10421861000999115"	"PREPARADO CON DEXAMETASONA Y PARACETAMOL"	"6964051000999113"	"DEXAMETASONA 0,149 MG PARACETAMOL 300  MG COMPRIMIDO"
"10421861000999115"	"PREPARADO CON DEXAMETASONA Y PARACETAMOL"	"6964671000999111"	"DEXAMETASONA 0,5 MG  PARACETAMOL 500  MG COMPRIMIDO"
"10421901000999114"	"PREPARADO CON IBUPROFENO Y PSUDOEFEDRINA"	"6909281000999112"	"IBUPROFENO 200 MG PSEUDOEFEDRINA 30 MG COMPRIMIDO"
"10421901000999114"	"PREPARADO CON IBUPROFENO Y PSUDOEFEDRINA"	"6930781000999115"	"PSEUDOEFEDRINA 30 MG PARACETAMOL 500 MG COMPRIMIDO"
"10421921000999117"	"PREPARADO CON PSEUDOEFEDRINA Y TRIPROLIDINA"	"10421941000999111"	"PSEUDOEFEDRINA 60 MG TRIPROLIDINA 2.5 MG COMPRIMIDO"
"10422021000999110"	"PREPARADO CON SULFADIAZINA Y GENTAMICINA"	"11169741000999112"	"GENTAMICINA 1.1% SULFADIAZINA 8% SOLUCION EN SPRAY DE 15 ML"
"10422021000999110"	"PREPARADO CON SULFADIAZINA Y GENTAMICINA"	"6921131000999113"	"SULFADIAZINA 100 MG GENTAMICINA 6 MG COMPRIMIDO"
"10422781000999111"	"LIDOCAINA 1% EPINEFRINA 5MCG/ML SOLUCION EN AMPOLLA DE 20 ML"	"10422771000999113"	"LIDOCAINA 1% EPINEFRINA 5MCG/ML SOLUCION EN AMPOLLA DE 5 ML"
"10422841000999112"	"PREPARADO CON TIROTRICINA Y BENZOCAINA"	"11155211000999110"	"TIROTRICINA 1 MG/ML BENZOCAINA 40 MG/ML COLUTORIO EN ENVASE DE 45 ML"
"10422841000999112"	"PREPARADO CON TIROTRICINA Y BENZOCAINA"	"11437181000999115"	"TIROTRICINA 1 MG/ML BENZOCAINA 50 MG/ML COLUTORIO EN ENVASE DE 45 ML"
"10422841000999112"	"PREPARADO CON TIROTRICINA Y BENZOCAINA"	"6924241000999110"	"TIROTRICINA 1 MG BENZOCAINA 10 MG COMPRIMIDO"
"10422841000999112"	"PREPARADO CON TIROTRICINA Y BENZOCAINA"	"6924281000999117"	"TIROTRICINA 1 MG BENZOCAINA 20 MG COMPRIMIDO"
"10422841000999112"	"PREPARADO CON TIROTRICINA Y BENZOCAINA"	"6924411000999112"	"TIROTRICINA 2 MG BENZOCAINA 5 MG COMPRIMIDO"
"10423011000999110"	"PREPARADO CON CARNITINA Y COLINA"	"6937801000999115"	"CARNITINA 200 MG COLINA 100 MG COMPRIMIDO"
"10423081000999116"	"PREPARADO CON CASTAÑO DE INDIAS"	"10423031000999117"	"CASTAÑO DE INDIAS 200 MG, CAPSULA"
"10423081000999116"	"PREPARADO CON CASTAÑO DE INDIAS"	"7145291000999119"	"CASTAÑO INDIAS 250 MG COMPRIMIDO"
"10423151000999110"	"PREPARADO CON SCOPOLAMINA Y OXAZEPAM"	"6919971000999115"	"ESCOPOLAMINA 5 MG OXAZEPAM 10 MG COMPRIMIDO"
"10423351000999113"	"LIDOCAINA 2% EPINEFRINA 5 MCG/ML SOLUCION EN AMPOLLA DE 20 ML"	"10423341000999111"	"LIDOCAINA 2% EPINEFRINA 5 MCG/ML SOLUCION EN AMPOLLA DE 5 ML"
"10423391000999115"	"PREPARADO CON PANCREATINA Y AMILASA"	"7004861000999111"	"PANCREATINA 250 MG AMILASA 25 MG COMPRIMIDO"
"10423511000999119"	"PREPARADO CON ACIDO FOLICO Y VITAMINA C"	"10423501000999117"	"ACIDO FOLICO 400 MCG VITAMINA C 60 MG COMPRIMIDO"
"10423511000999119"	"PREPARADO CON ACIDO FOLICO Y VITAMINA C"	"10761691000999113"	"ACIDO FOLICO 0.414 MG ACIDO ASCORBICO 125 MG LIOFILIZADO"
"10423511000999119"	"PREPARADO CON ACIDO FOLICO Y VITAMINA C"	"6887011000999110"	"ACIDO FOLICO 0,10 MG  ACIDO ASCORBICO 20  MG  COMPRIMIDO"
"10423511000999119"	"PREPARADO CON ACIDO FOLICO Y VITAMINA C"	"6890971000999115"	"ACIDO FOLICO 0,30 MG ACIDO ASCORBICO 100  MG COMPRIMIDO"
"10423511000999119"	"PREPARADO CON ACIDO FOLICO Y VITAMINA C"	"6891361000999115"	"ACIDO FOLICO 0,35 MG  ACIDO ASCORBICO 30  MG COMPRIMIDO"
"10423511000999119"	"PREPARADO CON ACIDO FOLICO Y VITAMINA C"	"6900511000999112"	"ACIDO FOLICO 350 MCG ACIDO ASCORBICO 500 MG COMPRIMIDO"
"10423521000999114"	"PREPARADO CON PSEUDOEFEDRINA Y FEXOFENADINA"	"6917621000999117"	"PSEUDOEFEDRINA 120 MG FEXOFENADINA 60 MG COMPRIMIDO LIBERACION PROLONGADA"
"10423521000999114"	"PREPARADO CON PSEUDOEFEDRINA Y FEXOFENADINA"	"6917651000999113"	"PSEUDOEFEDRINA 120 MG FEXOFENADINA 60 MG COMPRIMIDO"
"10423551000999118"	"PREPARADO CON PARACETAMOL Y CARISOPRODOL"	"7007711000999114"	"PARACETAMOL 500 MG CARISOPRODOL 300 MG COMPRIMIDO"
"10423551000999118"	"PREPARADO CON PARACETAMOL Y CARISOPRODOL"	"7112281000999116"	"CARISOPRODOL 200 MG PARACETAMOL 500 MG COMPRIMIDO"
"10423661000999115"	"PREPARADO CON DIFENHIDRAMINA Y PARACETAMOL"	"7018571000999112"	"DIFENHIDRAMINA 10 MG PARACETAMOL 100 MG COMPRIMIDO"
"10423661000999115"	"PREPARADO CON DIFENHIDRAMINA Y PARACETAMOL"	"7018611000999115"	"DIFENHIDRAMINA 15 MG PARACETAMOL 325 MG COMPRIMIDO"
"10423661000999115"	"PREPARADO CON DIFENHIDRAMINA Y PARACETAMOL"	"7018711000999110"	"DIFENHIDRAMINA 25 MG PARACETAMOL 500 MG COMPRIMIDO"
"10423811000999117"	"PREPARADO CON DIAZEPAM Y PANCREATINA"	"7017881000999114"	"DIAZEPAM 2 MG PANCREATINA 720 MG COMPRIMIDO"
"10423901000999113"	"PREPARADO CON DEXAMETASONA Y TRIAMCINOLONA"	"6964381000999115"	"DEXAMETASONA 0,280 MG  TRIAMCINOLONA 0,5 MG  COMPRIMIDO"
"10424051000999114"	"PREPARADO CON ACIDO ACETIL SALICILICO Y VITAMINA C"	"10424041000999112"	"ACIDO ACETIL SALICILICO 510 MG VITAMINA C 208 MG COMPRIMIDO"
"10424051000999114"	"PREPARADO CON ACIDO ACETIL SALICILICO Y VITAMINA C"	"10747141000999112"	"ACIDO ACETIL SALICILICO 400 MG/SOBRE ACIDO ASCORBICO 240 MG/SOBRE POLVO ORAL EN SOBRES"
"10424051000999114"	"PREPARADO CON ACIDO ACETIL SALICILICO Y VITAMINA C"	"10751121000999114"	"ACIDO ACETIL SALICILICO 400 MG/SOBRE ACIDO ASCORBICO 120 MG/SOBRE POLVO EN SOBRES"
"10424051000999114"	"PREPARADO CON ACIDO ACETIL SALICILICO Y VITAMINA C"	"10751131000999112"	"ACIDO ACETIL SALICILICO 500 MG/SOBRE ACIDO ASCORBICO 200 MG/SOBRE POLVO EN SOBRES"
"10424051000999114"	"PREPARADO CON ACIDO ACETIL SALICILICO Y VITAMINA C"	"6880781000999115"	"ACIDO ACETIL SALICILICO 500 MG ACIDO ASCORBICO 20 MG COMPRIMIDO"
"10424051000999114"	"PREPARADO CON ACIDO ACETIL SALICILICO Y VITAMINA C"	"6880791000999117"	"ACIDO ACETIL SALICILICO 500 MG ACIDO ASCORBICO 200 MG COMPRIMIDO"
"10424121000999117"	"PREPARADO CON VITAMINA E Y GINSENG"	"10466531000999114"	"GINSENG 40 MG VITAMINA E 10 MG CAPSULA"
"10424121000999117"	"PREPARADO CON VITAMINA E Y GINSENG"	"6929331000999114"	"VITAMINA E 200 MG GINSENG 100 MG COMPRIMIDO"
"10424121000999117"	"PREPARADO CON VITAMINA E Y GINSENG"	"7010281000999114"	"GINSENG 100 MG VITAMINA E 100 MG COMPRIMIDO"
"10424241000999115"	"PREPARADO CON NICOTINATO DE INOSITOL"	"6719711000999117"	"NICOTINATO INOSITOL 500 MG COMPRIMIDO"
"10424291000999111"	"PREPARADO CON SIMETICONA  Y  BISMUTO"	"6920681000999111"	"SIMETICONA 300 MG BISMUTO 250 MG COMPRIMIDO"
"10424311000999110"	"PREPARADO CON GLIBENCLAMIDA Y METFORMINA"	"6901851000999117"	"GLIBENCLAMIDA 1,25 MG METFORMINA 250 MG COMPRIMIDO"
"10424311000999110"	"PREPARADO CON GLIBENCLAMIDA Y METFORMINA"	"6901881000999112"	"GLIBENCLAMIDA 2,5 MG METFORMINA 400 MG COMPRIMIDO"
"10424311000999110"	"PREPARADO CON GLIBENCLAMIDA Y METFORMINA"	"6901931000999119"	"GLIBENCLAMIDA 2,5 MG METFORMINA 500 MG COMPRIMIDO"
"10424311000999110"	"PREPARADO CON GLIBENCLAMIDA Y METFORMINA"	"6902041000999116"	"GLIBENCLAMIDA 5 MG METFORMINA 500 MG COMPRIMIDO"
"10424311000999110"	"PREPARADO CON GLIBENCLAMIDA Y METFORMINA"	"7000421000999112"	"METFORMINA 500 MG GLIBENCLAMIDA 5 MG COMPRIMIDO RECUBIERTO"
"10424451000999117"	"PREPARADO CON PARACETAMOL Y ACIDO ACETIL SALICILICO"	"7005331000999110"	"PARACETAMOL 194 MG ACIDO ACETIL SALICILICO 227 MG COMPRIMIDO"
"10424451000999117"	"PREPARADO CON PARACETAMOL Y ACIDO ACETIL SALICILICO"	"7006821000999111"	"PARACETAMOL 200 MG ACIDO ACETIL SALICILICO 300 MG COMPRIMIDO"
"10424451000999117"	"PREPARADO CON PARACETAMOL Y ACIDO ACETIL SALICILICO"	"7007121000999115"	"PARACETAMOL 250 MG ACIDO ACETIL SALICILICO 250 MG COMPRIMIDO"
"10424461000999115"	"PREPARADO CON ATROPINA Y NEOMICINA"	"6907291000999119"	"ATROPINA 30  MG NEOMICINA 62,5 MG COMPRIMIDO"
"10424561000999119"	"PREPARADO CON PIRIDOXINA Y FOSFATO SODICO"	"10424471000999114"	"PIRIDOXINA 30 MG FOSFATO SODICO 0.5 MG GRAGEA"
"10424701000999113"	"PREPARADO CON NEOMICINA Y TIROTRICINA"	"7002711000999111"	"NEOMICINA 0,285 MG TIROTRICINA 1 MG COMPRIMIDO"
"10424701000999113"	"PREPARADO CON NEOMICINA Y TIROTRICINA"	"7002771000999115"	"NEOMICINA 1 MG TIROTRICINA 1,5 MG COMPRIMIDO"
"10424771000999115"	"PREPARADO CON ACIDO FOLICO Y CARBONATO DE CALCIO"	"10424721000999116"	"ACIDO FOLICO 200 MCG CARBONATO DE CALCIO 10 MG CAPSULA"
"10424771000999115"	"PREPARADO CON ACIDO FOLICO Y CARBONATO DE CALCIO"	"10447121000999110"	"ACIDO FOLICO 0.25 MG CARBONATO DE CALCIO 600 MG CAPSULA"
"10424771000999115"	"PREPARADO CON ACIDO FOLICO Y CARBONATO DE CALCIO"	"6891731000999110"	"ACIDO FOLICO 0,50 MG  CARBONATO DE CALCIO 170  MG COMPRIMIDO"
"10424771000999115"	"PREPARADO CON ACIDO FOLICO Y CARBONATO DE CALCIO"	"7144471000999117"	"ACIDO FOLICO 200 MCG CARBONATO DE CALCIO 10 MG COMPRIMIDO"
"10424841000999116"	"PREPARADO CON CINC Y BETACAROTENO"	"6955181000999112"	"CINC 7,5 MG  BETACAROTENO 15  MG  COMPRIMIDO"
"10424941000999113"	"PREPARADO CON SULFADIAZINA Y ALANTOINA"	"10715381000999118"	"SULFADIAZINA 100 MG ALANTOINA 10 MG PASTILLA"
"10424941000999113"	"PREPARADO CON SULFADIAZINA Y ALANTOINA"	"6921101000999118"	"SULFADIAZINA 100 MG ALANTOINA 8 MG COMPRIMIDO"
"10425291000999112"	"PREPARADO CON ACIDO ACETIL SALICILICO Y MONONITRATO DE ISOSORBIDE"	"10425341000999110"	"ACIDO ACETIL SALICILICO 75 MG MONONITRATO DE ISOSORBIDA 60 MG"
"10425371000999115"	"PREPARADO CON DEXAMETASONA Y TERFENADINA"	"6964711000999110"	"DEXAMETASONA 0,5 MG  TERFENADINA 60 MG  COMPRIMIDO"
"10425371000999115"	"PREPARADO CON DEXAMETASONA Y TERFENADINA"	"6965451000999117"	"DEXAMETASONA 1 MG TERFENADINA 120 MG COMPRIMIDO"
"10425411000999119"	"PREPARADO CON HIDROXIDO DE ALUMINIO Y SILICATO DE MAGNESIO"	"8632331000999110"	"HIDROXIDO DE ALUMINIO 104 MG, SILICATO DE MAGNESIO 26 MG, COMPRIMIDO"
"10425431000999112"	"PREPARADO CON CINC Y ACIDO ASCORBICO"	"10426271000999117"	"CINC 7.5 MG ACIDO ASCORBICO 250 MG CAPSULA"
"10425431000999112"	"PREPARADO CON CINC Y ACIDO ASCORBICO"	"10443081000999118"	"CINC 2.87 MG ACIDO ASCORBICO 25.5 MG CAPSULA"
"10425431000999112"	"PREPARADO CON CINC Y ACIDO ASCORBICO"	"10453711000999112"	"ACIDO ASCORBICO 1000 MG CINC 10 MG COMPRIMIDO"
"10425431000999112"	"PREPARADO CON CINC Y ACIDO ASCORBICO"	"10700391000999114"	"CINC 5 MG ACIDO ASCORBICO 20 MG PASTILLA (CARAMELO)"
"10425431000999112"	"PREPARADO CON CINC Y ACIDO ASCORBICO"	"6886351000999111"	"ACIDO ASCORBICO 500 MG CINC 10 MG COMPRIMIDO"
"10425431000999112"	"PREPARADO CON CINC Y ACIDO ASCORBICO"	"6954701000999118"	"CINC 15 MG ACIDO ASCORBICO 120 MG COMPRIMIDO"
"10425431000999112"	"PREPARADO CON CINC Y ACIDO ASCORBICO"	"6954711000999115"	"CINC 2 MG ACIDO ASCORBICO 30 MG COMPRIMIDO"
"10425431000999112"	"PREPARADO CON CINC Y ACIDO ASCORBICO"	"6954731000999113"	"CINC 25 MG ACIDO ASCORBICO 75 MG COMPRIMIDO"
"10425491000999111"	"PREPARADO CON METOCLOPRAMIDA Y PANCREATINA"	"10425471000999110"	"METOCLOPRAMIDA 10 MG PANCREATINA 250 MG CAPSULA"
"10425491000999111"	"PREPARADO CON METOCLOPRAMIDA Y PANCREATINA"	"6972321000999116"	"METOCLOPRAMIDA 10 MG PANCREATINA 300 MG COMPRIMIDO"
"10425551000999117"	"PREPARADO CON DIAZEPAM Y METOCLOPRAMIDA"	"7017831000999113"	"DIAZEPAM 2 MG METOCLOPRAMIDA 10 MG COMPRIMIDO"
"10425581000999112"	"PREPARADO CON VITAMINA E Y RETINOL"	"12979841000999112"	"VITAMINA E 20 MG/G RETINOL 1000 UINT/G CREMA EN ENVASE DE 50 GR"
"10425601000999115"	"PREPARADO CON PIRIDOXINA Y LEUCINA"	"10425691000999114"	"PIRIDOXINA 4 MG LEUCINA 212 MG CAPSULA"
"10425671000999113"	"PREPARADO CON VITAMINA E Y VITAMINA A"	"10425641000999118"	"VITAMINA E 300 MG VITAMINA A 5000 UI CAPSULA"
"10425671000999113"	"PREPARADO CON VITAMINA E Y VITAMINA A"	"10454331000999116"	"VITAMINA E 80 MG RETINOL 50000 UINT CAPSULA"
"10425671000999113"	"PREPARADO CON VITAMINA E Y VITAMINA A"	"10466061000999110"	"RETINOL 2500 UI VITAMINA E 200 UI CAPSULA"
"10425671000999113"	"PREPARADO CON VITAMINA E Y VITAMINA A"	"11006331000999119"	"VITAMINA E 1 MG/G RETINOL 1000 UI/G CREMA EN ENVASE DE 100 GR"
"10425671000999113"	"PREPARADO CON VITAMINA E Y VITAMINA A"	"11023401000999117"	"VITAMINA E 1 MG/G RETINOL 1000 UI/G CREMA EN ENVASE DE 50 GR"
"10425671000999113"	"PREPARADO CON VITAMINA E Y VITAMINA A"	"6928101000999113"	"VITAMINA A 5000 UI VITAMINA E 30 UI COMPRIMIDOS"
"10425671000999113"	"PREPARADO CON VITAMINA E Y VITAMINA A"	"7199821000999114"	"VITAMINA E 10 MG RETINOL 1000 UINT COMPRIMIDO"
"10425721000999117"	"PREPARADO CON FURAZOLIDONA"	"11061921000999113"	"FURAZOLIDONA 3.3 MG/ML SOLUCION EN ENVASE DE 250 ML"
"10425721000999117"	"PREPARADO CON FURAZOLIDONA"	"6897721000999117"	"FURAZOLIDONA 100 MG COMPRIMIDO"
"10425761000999110"	"PREPARADO CON CINC Y COBRE"	"6954881000999117"	"CINC 2 MG COBRE 3 MG COMPRIMIDO"
"10425781000999118"	"PREPARADO CON ATROPINA Y FITOMENADIONA"	"10425811000999116"	"ATROPINA 0,3 MG FITOMENADIONA 0,1 MG COMPRIMIDO"
"10425911000999110"	"PREPARADO CON SALBUTAMOL Y KETOTIFENO"	"10426031000999112"	"SALBUTAMOL 1,8 MG KETOTIFENO 0,8 MG COMPRIMIDO"
"10425951000999111"	"PREPARADO CON BICARBONATO DE SODIO Y CARBONATO DE CALCIO"	"10425991000999118"	"BICARBONATO DE SODIO 50 MG CARBONATO DE CALCIO 420 MG COMPRIMIDO"
"10425951000999111"	"PREPARADO CON BICARBONATO DE SODIO Y CARBONATO DE CALCIO"	"11054191000999118"	"BICARBONATO DE SODIO 25.25 MG/ML CARBONATO DE CALCIO 28.25 MG/ML SOLUCION EN ENVASE DE 360 ML"
"10426061000999116"	"PREPARADO CON HIDROCLOROTIAZIDA E IRBESARTAN"	"7010381000999117"	"HIDROCLOROTIAZIDA 12,5 MG IRBESARTAN 150 MG COMPRIMIDO"
"10426061000999116"	"PREPARADO CON HIDROCLOROTIAZIDA E IRBESARTAN"	"7010401000999117"	"HIDROCLOROTIAZIDA 12,5 MG IRBESARTAN 300 MG COMPRIMIDO"
"10426061000999116"	"PREPARADO CON HIDROCLOROTIAZIDA E IRBESARTAN"	"8441331000999116"	"HIDROCLOROTIAZIDA 25 MG IRBESARTAN 300 MG COMPRIMIDO"
"10426101000999118"	"PREPARADO CON CARBONATO DE CALCIO Y VITAMINA C"	"10426051000999118"	"CARBONATO CALCIO 251 MG VITAMINA C 1000 MG COMPRIMIDO"
"10426101000999118"	"PREPARADO CON CARBONATO DE CALCIO Y VITAMINA C"	"10449781000999118"	"CARBONATO DE CALCIO 243 MG ACIDO ASCORBICO 1000 MG COMPRIMIDO"
"10426101000999118"	"PREPARADO CON CARBONATO DE CALCIO Y VITAMINA C"	"11189961000999111"	"CARBONATO DE CALCIO 256 MG, ACIDO ASCORBICO 500 MG, COMPRIMIDO"
"10426101000999118"	"PREPARADO CON CARBONATO DE CALCIO Y VITAMINA C"	"6937301000999114"	"CARBONATO DE CALCIO 251,25 MG ACIDO ASCORBICO 500  MG COMPRIMIDO"
"10426181000999114"	"PREPARADO CON CIANOCOBALAMINA Y LEVOGLUTAMIDA"	"10292791000999118"	"CIANOCOBALAMINA 1MG, LEVOGLUTAMIDA 150 MG, COMPRIMIDO"
"10426181000999114"	"PREPARADO CON CIANOCOBALAMINA Y LEVOGLUTAMIDA"	"10567791000999114"	"CIANOCOBALAMINA 0.5 MG/AMPOLLA LEVOGLUTAMINA 60 MG/AMPOLLA SOLUCION ORAL"
"10426571000999119"	"PREPARADO CON FLUORURO DE SODIO Y CARBONATO DE CALCIO"	"10470501000999110"	"FLUORURO DE SODIO 0,1 MG CALCITRIOL 400 UINT COMPRIMIDO"
"10426571000999119"	"PREPARADO CON FLUORURO DE SODIO Y CARBONATO DE CALCIO"	"6896221000999113"	"FLUORURO DE SODIO 0,226 MCG CARBONATO DE CALCIO 250 MG COMPRIMIDO"
"10426571000999119"	"PREPARADO CON FLUORURO DE SODIO Y CARBONATO DE CALCIO"	"6896331000999116"	"FLUORURO SODIO 57 MG CARBONATO CALCIO 625 MG COMPRIMIDO"
"10426601000999113"	"PREPARADO CON SALICILAMIDA Y  BELLADONA"	"6919841000999118"	"SALICILAMIDA 250 MG BELLADONA 25 MG COMPRIMIDO"
"10426631000999118"	"PREPARADO CON TRIMETOPRIMA Y GUAIFENESINA"	"11094011000999119"	"TRIMETOPRIMA 40 MG/5 ML GUAIFENESINA 100 MG/5 ML CLORURO DE AMONIO 50 MG/5 ML SOLUCION X 100 ML"
"10426631000999118"	"PREPARADO CON TRIMETOPRIMA Y GUAIFENESINA"	"11094041000999115"	"TRIMETOPRIMA 80 MG/5 ML GUAIFENESINA 100 MG/5 ML SOLUCION EN ENVASE DE 100 ML"
"10426631000999118"	"PREPARADO CON TRIMETOPRIMA Y GUAIFENESINA"	"11094061000999116"	"TRIMETOPRIMA 40 MG/5 ML GUAIFENESINA 50 MG/5 ML SOLUCION EN ENVASE DE 100 ML"
"10426631000999118"	"PREPARADO CON TRIMETOPRIMA Y GUAIFENESINA"	"6925121000999112"	"TRIMETOPRIMA 160 MG GUAIFENESINA 200 MG COMPRIMIDO"
"10426651000999112"	"PREPARADO CON ETINILESTRADIOL Y GESTODENO"	"6893491000999119"	"ETINILESTRADIOL 0,015 MG GESTODENO 0,06 MG COMPRIMIDO"
"10426651000999112"	"PREPARADO CON ETINILESTRADIOL Y GESTODENO"	"7010191000999116"	"ETINILESTRADIOL 0,02 MG GESTODENO 0,075 MG COMPRIMIDO"
"10426651000999112"	"PREPARADO CON ETINILESTRADIOL Y GESTODENO"	"7010211000999115"	"ETINILESTRADIOL 0,03 MG GESTODENO 0,05 MG COMPRIMIDO"
"10426651000999112"	"PREPARADO CON ETINILESTRADIOL Y GESTODENO"	"7010241000999116"	"ETINILESTRADIOL 0,03 MG GESTODENO 0,075 MG COMPRIMIDO"
"10426671000999115"	"PREPARADO CON NITROFURANTOINA Y TETRACAINA"	"7003811000999111"	"NITROFURANTOINA 5 MG TETRACAINA 9 MG COMPRIMIDO"
"10427701000999117"	"PREPARADO CON TROXERRUTINA Y GINKGO BILOBA"	"6956941000999112"	"TROXERRUTINA 75 MG GINKGO BILOBA 20 MG COMPRIMIDO"
"10427731000999112"	"PREPARADO CON HIDROXIDO DE ALUMINIO Y ACIDO ALGINICO"	"6906581000999116"	"HIDROXIDO ALUMINIO 104 MG ACIDO ALGINICO 520 MG COMPRIMIDO"
"10427731000999112"	"PREPARADO CON HIDROXIDO DE ALUMINIO Y ACIDO ALGINICO"	"6964571000999112"	"HIDROXIDO ALUMINIO 80 MG ACIDO ALGINICO 250 MG COMPRIMIDO"
"10427921000999111"	"PREPARADO CON ESTREPTOMICINA Y CARBON ACTIVADO"	"6931051000999115"	"ESTREPTOMICINA 50 MG CARBON ACTIVADO 200 MG COMPRIMIDO"
"10428041000999119"	"PREPARADO CON VASELINA BLANDA"	"10385661000999117"	"VASELINA BLANDA 40 MG/G ACEITE MINERAL 100 MG/G CREMA EN ENVASE DE 1000 GR"
"10428041000999119"	"PREPARADO CON VASELINA BLANDA"	"10427671000999118"	"VASELINA BLANDA 40 MG/G ACEITE MINERAL 100 MG/G CREMA EN ENVASE DE 100 GR"
"10428041000999119"	"PREPARADO CON VASELINA BLANDA"	"10427681000999115"	"VASELINA BLANDA 40 MG/G ACEITE MINERAL 100 MG/G CREMA EN ENVASE DE 250 GR"
"10428041000999119"	"PREPARADO CON VASELINA BLANDA"	"10427691000999117"	"VASELINA BLANDA 40 MG/G ACEITE MINERAL 100 MG/G CREMA EN ENVASE DE 500 GR"
