Productos_Clave	Productos_Descripcion	Importancia	AccionesTerapeuticas_Clave	AccionesTerapeuticas_Descripcion
3956	NEOTIGASON	2	626	Antidisqueratósico
3959	FRAXIPARINE	9	290	Antitrombótico
3960	ARTREN GOTAS	9	112	Antiinflamatorio
3960	ARTREN GOTAS	9	118	Analgésico
3960	ARTREN GOTAS	9	121	Antipirético
3964	NASTIFRIN COMPUESTO	1	118	Analgésico
3964	NASTIFRIN COMPUESTO	2	182	Descongestivo nasal
3964	NASTIFRIN COMPUESTO	9	174	Antigripal
3965	NASTIFRIN	1	88	Antihistamínico
3965	NASTIFRIN	9	141	Descongestivo
3967	AERO-FACIDOSE A.E.	9	1148	Aerocámara inhaladora
3969	TOBRIN-D	1	91	Antibiótico
3969	TOBRIN-D	9	313	Antiinflamatorio oftálmico
3970	MIRAL	1	141	Descongestivo
3970	MIRAL	9	431	Antialérgico oftálmico
3972	FELDENE FLASH	1	118	Analgésico
3972	FELDENE FLASH	2	213	Antiinflamatorio no esteroide
3974	OCULOSAN	9	270	Descongestivo oftálmico
3976	ESCOPOLAMINA N-BUTIL BROMURO	9	5	Antiespasmódico
3981	SINEMET CR	9	123	Antiparkinsoniano
3982	NIMEPAST	1	118	Analgésico
3982	NIMEPAST	9	112	Antiinflamatorio
3982	NIMEPAST	9	121	Antipirético
3983	PIREXYL	1	118	Analgésico
3983	PIREXYL	2	121	Antipirético
3983	PIREXYL	9	112	Antiinflamatorio
3987	SALOFALK	9	359	Antiinflamatorio intestinal
3996	OMEPRAZOL	9	7	Antiulceroso
3997	JARABE PALTO COMPUESTO CON MIEL ADULTO	1	179	Antitusivo
3997	JARABE PALTO COMPUESTO CON MIEL ADULTO	2	145	Expectorante
3997	JARABE PALTO COMPUESTO CON MIEL ADULTO	9	293	Fluidificante
4014	LACRYVISC	9	41	Lubricante oftálmico
4016	TRICOR	9	68	Antiarrítmico
4018	GAVISCON	1	454	Antirreflujo
4018	GAVISCON	9	3	Antiflatulento
4021	INHIBACE PLUS	9	76	Antihipertensivo
4021	INHIBACE PLUS	9	84	Inhibidor de la ECA
4026	DECAPEPTYL	9	576	Análogo LH-RH
4028	URAZOL	9	830	Terapéutica de la incontinencia urinaria
4029	REGENTAL FORTE	9	389	Vasodilatador
4041	CEFRADINA	9	91	Antibiótico
4043	LAMICTAL	9	119	Antiepiléptico
4044	PHOSLO	9	513	Quelante
4048	LUBRIDERM PIEL SENSIBLE	9	446	Humectante
4051	RIBOMUNYL	9	54	Inmunoestimulante
4056	AMOBIOTIC	9	91	Antibiótico
4057	HIPOSTEROL	9	73	Hipolipemiante
4058	NEUTROGENA LINEA CUIDADO FACIAL ESENCIAL	9	695	Dermatocosmético
4059	NEUTROGENA HUMECTACION	9	695	Dermatocosmético
4062	NEUTROGENA PIELES GRASAS Y/O C/PROBLEMAS	9	695	Dermatocosmético
4063	NEUTROGENA LINEA PROTECCION SOLAR	9	549	Protector solar
4069	MEDIKLIN	9	98	Antiacneico
4072	METAMIZOL SODICO	1	118	Analgésico
4072	METAMIZOL SODICO	2	121	Antipirético
4086	FLUANXOL	9	583	Neuroléptico de amplio espectro
4087	FLUANXOL DEPOT	9	583	Neuroléptico de amplio espectro
4088	AMBILAN	9	91	Antibiótico
4095	ANISIMOL	9	967	Antidepresivo serotoninérgico selectivo
4096	ALOPURINOL	9	115	Antigotoso
4097	TENOXICAM	1	112	Antiinflamatorio
4097	TENOXICAM	2	118	Analgésico
4097	TENOXICAM	9	113	Antirreumático
4100	OFTIC	9	602	Antiinflamatorio ocular
4108	VASELINA ESTERIL	1	19	Emoliente
4108	VASELINA ESTERIL	9	415	Protector dérmico
4114	FRAGMIN	9	596	Tromboprofilaxis
4115	ERYACNEN GEL 4%	9	98	Antiacneico
4116	MONOPACK	1	34	Antianginoso
4116	MONOPACK	9	204	Vasodilatador coronario
4117	PPG	9	73	Hipolipemiante
4120	ENCEFABOL 600	9	414	Activador del metabolismo cerebral
4122	MAGNATIL CALCICO	9	217	Reconstituyente general
4124	ATENUAL	9	252	Antidepresivo tricíclico
4125	SUCEDAL	9	843	Inductor del sueño no benzodiazepínico
4126	FIBRASOL	9	590	Regulador de la función digestiva
4129	FLOGOFIN	1	213	Antiinflamatorio no esteroide
4129	FLOGOFIN	2	118	Analgésico
4129	FLOGOFIN	9	113	Antirreumático
4130	FLOGOFIN T.U.	1	118	Analgésico
4130	FLOGOFIN T.U.	9	213	Antiinflamatorio no esteroide
4131	CIPRAMIL	9	130	Antidepresivo
4132	ITODAL	9	92	Antimicótico
4137	NISTORAL	9	92	Antimicótico
4138	TOBRIN	9	242	Antibiótico oftálmico
4139	KETOROLACO	9	474	Analgésico no esteroide
4141	DIPATROPIN	9	5	Antiespasmódico
4144	CLORAMPAST	9	544	Antibiótico vaginal
4146	ACICLOVIR PASTEUR	9	93	Antiviral
4150	ODRANAL	1	300	Antiespasmódico urinario
4151	FOSAMAX	9	231	Antiosteoporótico
4152	SUPRADYN EFERVESCENTE	1	408	Polivitamínico con minerales
4152	SUPRADYN EFERVESCENTE	2	487	Energizante
4159	OFLOX	9	242	Antibiótico oftálmico
4160	CATAFLAM DISPERSABLE	1	118	Analgésico
4160	CATAFLAM DISPERSABLE	2	213	Antiinflamatorio no esteroide
4161	LOVACOL	9	276	Hipocolesterolemiante
4162	ZODOL	9	118	Analgésico
4163	EUROMUCIL	9	280	Evacuante intestinal
4175	NICOTEARS GEL	9	601	Lubricante ocular
4178	COUMADIN	9	604	Anticoagulante oral
4196	ISOTREX GEL	9	98	Antiacneico
4201	CLORMEZANONA	1	114	Relajante muscular
4201	CLORMEZANONA	9	127	Sedante
4205	ZINCOVIT	9	303	Polivitamínico
4209	ELCAL-D	9	291	Calciterápico
4232	RESPIBRON	1	179	Antitusivo
4232	RESPIBRON	2	112	Antiinflamatorio
4232	RESPIBRON	9	386	Secretolítico
4236	VERORAB	9	619	Inmunización antirrábica
4238	ACICLOVIR	1	93	Antiviral
4238	ACICLOVIR	9	97	Antiherpético
4239	ACIDO MEFENAMICO	1	118	Analgésico
4239	ACIDO MEFENAMICO	2	112	Antiinflamatorio
4240	ALPRAZOLAM	9	224	Ansiolítico
4241	AMBROXOL	1	145	Expectorante
4241	AMBROXOL	2	235	Mucolítico
4242	AMOXICILINA	9	91	Antibiótico
4243	AMPICILINA	9	91	Antibiótico
4244	ATENOLOL	1	76	Antihipertensivo
4244	ATENOLOL	2	83	Betabloqueador
4245	BETAMETASONA	9	94	Corticosteroide
4245	BETAMETASONA	9	267	Corticosteroide tópico
4246	BROMAZEPAM	1	550	Tranquilizante menor
4246	BROMAZEPAM	9	224	Ansiolítico
4247	CARBAMAZEPINA	1	119	Antiepiléptico
4247	CARBAMAZEPINA	2	171	Anticonvulsivo
4248	CEFADROXILO	9	91	Antibiótico
4249	CEFRADINA	9	91	Antibiótico
4250	CIPROFLOXACINO	1	91	Antibiótico
4250	CIPROFLOXACINO	9	260	Quimioterápico
4251	CLONIXINATO DE LISINA	9	118	Analgésico
4252	CLORAMFENICOL	9	91	Antibiótico
4253	CLORFENAMINA MALEATO	1	88	Antihistamínico
4253	CLORFENAMINA MALEATO	9	142	Antialérgico
4254	CLOXACILINA	9	91	Antibiótico
4255	COTRIMOXAZOL	9	26	Antibacteriano
4256	DIAZEPAM	1	224	Ansiolítico
4256	DIAZEPAM	2	171	Anticonvulsivo
4257	DICLOFENACO SODICO	1	118	Analgésico
4257	DICLOFENACO SODICO	9	112	Antiinflamatorio
4259	ERITROMICINA	9	91	Antibiótico
4260	FAMOTIDINA	1	7	Antiulceroso
4260	FAMOTIDINA	2	496	Inhibidor H2
4261	FUROSEMIDA	9	77	Diurético
4262	GEMFIBROZILO	9	73	Hipolipemiante
4263	GLIBENCLAMIDA	9	419	Hipoglucemiante oral
4266	LOPERAMIDA CLORHIDRATO	9	25	Antidiarreico
4267	LORATADINA	1	88	Antihistamínico
4267	LORATADINA	2	142	Antialérgico
4268	NAPROXENO SODICO	1	118	Analgésico
4268	NAPROXENO SODICO	9	112	Antiinflamatorio
4269	NITROFURANTOINA	9	164	Antiséptico urinario
4270	NOSCAPINA	9	179	Antitusivo
4271	PIROXICAM	0	118	Analgésico
4271	PIROXICAM	1	112	Antiinflamatorio
4272	PROPANOLOL	1	76	Antihipertensivo
4272	PROPANOLOL	2	83	Betabloqueador
4273	RANITIDINA	9	7	Antiulceroso
4273	RANITIDINA	9	496	Inhibidor H2
4274	SALBUTAMOL	1	143	Antiasmático
4274	SALBUTAMOL	2	144	Broncodilatador
4275	TENOXICAM	1	112	Antiinflamatorio
4275	TENOXICAM	9	118	Analgésico
4276	TETRACICLINA	9	91	Antibiótico
4280	GENIOL	1	118	Analgésico
4280	GENIOL	9	121	Antipirético
4281	HASSAPIRIN	1	118	Analgésico
4281	HASSAPIRIN	2	112	Antiinflamatorio
4281	HASSAPIRIN	3	121	Antipirético
4285	NUTRAMIGEN	9	1236	Fórmula 1 hipoalergénica
4287	ZERIT	9	606	Antirretroviral
4288	PEMAR	1	112	Antiinflamatorio
4288	PEMAR	9	118	Analgésico
4289	DOLOFAR	9	112	Antiinflamatorio
4289	DOLOFAR	9	118	Analgésico
4289	DOLOFAR	9	121	Antipirético
4289	DOLOFAR	9	445	Antirreumático no esteroide
4293	CLIMENE	9	428	Terapia hormonal
4308	FORTAVIL	9	408	Polivitamínico con minerales
4311	MAREAMIN	1	610	Anticinetósico
4311	MAREAMIN	9	88	Antihistamínico
4312	OMEPRAX	9	7	Antiulceroso
4313	SOMNIPRON	9	609	Hipnótico no benzodiazepínico
4319	HIDRAFIL LOCION	1	442	Filtro solar
4319	HIDRAFIL LOCION	2	568	Humectante dérmico
4323	INSULINAS HUMULIN ELI LILLY	9	155	Hipoglucemiante
4325	TREX	9	91	Antibiótico
4327	VESANOID	9	247	Antineoplásico
4328	LOSOPIL	9	363	Inductor del sueño
4342	ATENOLOL	1	76	Antihipertensivo
4342	ATENOLOL	2	83	Betabloqueador
4343	IBUPROFENO	1	112	Antiinflamatorio
4343	IBUPROFENO	2	118	Analgésico
4343	IBUPROFENO	9	121	Antipirético
4344	RINOVEN COMPUESTO	9	174	Antigripal
4346	PRESYC	9	393	Analgésico tópico
4348	LAROTABE	9	614	Antioxidante celular
4358	PRIMAQUIN	0	560	Terapia de reemplazo hormonal
4359	PRIMAQUIN MP	0	560	Terapia de reemplazo hormonal
4361	ENSURE PLUS	9	437	Nutrición enteral
4363	NEPRO	9	406	Suplemento nutricional
4363	NEPRO	9	907	Nutrición enteral para pacientes en diálisis
4364	SUPLENA	9	910	Nutrición enteral p/pacientes c/insufic.renal
4365	PULMOCARE	9	437	Nutrición enteral
4366	OSMOLITE	9	437	Nutrición enteral
4367	ALITRAQ	9	728	Dieta elemental
4369	DOSTINEX	0	617	Inhibidor de prolactina
4390	CAVERJECT	9	709	Tratamiento de la disfunción eréctil
4396	SOMNIL	9	126	Hipnótico
4397	BARALGINA M	1	5	Antiespasmódico
4397	BARALGINA M	2	118	Analgésico
4397	BARALGINA M	9	121	Antipirético
4400	AYR-5	9	19	Emoliente
4400	AYR-5	9	184	Queratolítico
4400	AYR-5	9	446	Humectante
4403	TRIFAS	9	491	Anticonceptivo oral
4404	NEOFAM	9	491	Anticonceptivo oral
4405	CISORDINOL	9	125	Neuroléptico
4406	MESIGYNA	9	622	Contraceptivo hormonal
4408	BEQUIUM	1	179	Antitusivo
4408	BEQUIUM	2	88	Antihistamínico
4408	BEQUIUM	9	141	Descongestivo
4409	OFTAVIR	9	625	Antiviral ocular
4410	EUROVIR	9	93	Antiviral
4411	TALOL	9	582	Antihiperuricemiante
4414	FLUOMIT	9	235	Mucolítico
4415	GRIFOPRIL-D	9	76	Antihipertensivo
4416	ALBUMINA HUMANA AL 20%	9	74	Albuminoterapia
4419	NOVAFEM	9	103	Anticonceptivo
4421	SANELOR	9	276	Hipocolesterolemiante
4425	MIVACRON	9	591	Bloqueador neuromuscular
4429	DOLCOPIN	9	5	Antiespasmódico
4430	LEVUCAL	9	291	Calciterápico
4431	TRU	1	95	Antiséptico
4431	TRU	9	640	Anestésico ótico
4433	ARNIKADERM GEL 10%	0	112	Antiinflamatorio
4433	ARNIKADERM GEL 10%	9	335	Antiedematoso
4434	FRUTASAL KNOP	0	2	Antiácido
4435	LOCION CAPILAR HAMAMELIS COMPUESTO	0	623	Tónico capilar
4436	MATIKOMP	9	95	Antiséptico
4436	MATIKOMP	9	185	Cicatrizante
4442	FORMULA I	1	1198	Estimulante de producción biliar
4442	FORMULA I	2	31	Digestivo
4448	VALUPASS	9	128	Tranquilizante
4449	GINKGO BILOBA TM	9	334	Antiisquémico
4455	SINOGAN	1	125	Neuroléptico
4455	SINOGAN	2	224	Ansiolítico
4455	SINOGAN	9	127	Sedante
4457	PULMOSINA	1	179	Antitusivo
4457	PULMOSINA	2	145	Expectorante
4458	ATIZOR	9	630	Antibiótico macrólido
4464	CORODIN	1	76	Antihipertensivo
4464	CORODIN	9	674	Bloqueador de la angiotensina II
4465	GELCAIN GEL ORAL	9	166	Anestésico local
4466	ESTRARONA	9	305	Estrogenoterapia
4467	GINSENG T.M.	9	251	Energizante psicofísico
4470	STIEVA-A CREMA	1	532	Fotoenvejecimiento
4470	STIEVA-A CREMA	9	37	Antiacneico tópico
4472	MOBEX	1	112	Antiinflamatorio
4472	MOBEX	2	118	Analgésico
4472	MOBEX	9	113	Antirreumático
4473	FLURINOL	1	142	Antialérgico
4473	FLURINOL	9	88	Antihistamínico
4474	DOLOC	1	118	Analgésico
4474	DOLOC	2	112	Antiinflamatorio
4474	DOLOC	9	121	Antipirético
4475	CLONALGIN COMPUESTO	9	288	Antijaquecoso
4476	CERACTIV	9	173	Antifatigante
4477	LEVOFAMIL	9	123	Antiparkinsoniano
4478	TERAMIC	9	375	Antimicótico oral
4479	TONALGEN	9	114	Relajante muscular
4480	HIPERSON-D	1	84	Inhibidor de la ECA
4480	HIPERSON-D	9	77	Diurético
4481	LIRACOL	1	25	Antidiarreico
4481	LIRACOL	9	356	Antiséptico intestinal
4482	COZAAR	9	76	Antihipertensivo
4483	PIROFLAM GEL	1	118	Analgésico
4483	PIROFLAM GEL	9	312	Antiinflamatorio tópico
4486	LOVASTATINA	9	276	Hipocolesterolemiante
4488	CISPLATINO	9	247	Antineoplásico
4489	DOXORUBICINA	9	247	Antineoplásico
4490	ETOPOSIDO	9	81	Citostático
4491	PROSTIN VR	9	501	Vasodilatador central
4492	VINCRISTINA SULFATO	9	247	Antineoplásico
4496	DORMILAM	9	126	Hipnótico
4497	FRENALER-D	1	142	Antialérgico
4497	FRENALER-D	2	141	Descongestivo
4498	NISURAL	1	112	Antiinflamatorio
4498	NISURAL	2	118	Analgésico
4498	NISURAL	9	121	Antipirético
4499	SINASMAL	9	144	Broncodilatador
4500	VIRONIDA	9	93	Antiviral
4504	HUMATROPE	9	938	Hormona de crecimiento
4506	PROZAC	9	130	Antidepresivo
4509	KETOPROFENO	1	112	Antiinflamatorio
4509	KETOPROFENO	2	118	Analgésico
4509	KETOPROFENO	3	113	Antirreumático
4511	PANDEL	9	267	Corticosteroide tópico
4515	FEMINOL 21	9	254	Anovulatorio
4522	SIMILAC NEOSURE	9	909	Fórmula para prematuros
4523	SIMILAC SPECIAL CARE	9	719	Fórmula para lactantes
4524	IGANTIBE	9	707	Inmunización pasiva
4525	PROFEMINA	9	305	Estrogenoterapia
4531	TAXODIOL	9	247	Antineoplásico
4532	TAXOTERE	9	247	Antineoplásico
4533	LUTENYL	9	634	Terapia progestínica
4544	PRESYC FORTE	9	393	Analgésico tópico
4552	CRIXIVAN	9	93	Antiviral
4555	TARGOCID	9	714	Antibiótico glicopéptido
4561	FLEBOGAMMA 5%	1	707	Inmunización pasiva
4561	FLEBOGAMMA 5%	2	533	Inmunoterapia
4562	FANHDI	9	65	Antihemofílico
4567	LIPOFUNDIN MCT/LCT	9	572	Nutrición parenteral
4569	AMINOPLASMAL 10%	9	572	Nutrición parenteral
4570	CISORDINOL ACUTARD	9	125	Neuroléptico
4571	CISORDINOL DEPOT	9	125	Neuroléptico
4577	NEXIT	9	88	Antihistamínico
4579	ORALIPIN RETARD	9	276	Hipocolesterolemiante
4582	SOMOL	9	88	Antihistamínico
4585	NEFROAMINO	9	1060	Aminoacidoterapia
4586	PEDIAMINO PLM	9	1060	Aminoacidoterapia
4590	CLEBUDAN NASAL	9	747	Corticoterapia
4594	NOVACETOL	1	92	Antimicótico
4594	NOVACETOL	2	983	Tricomonicida de amplio espectro
4595	CREVET	9	979	Vitaminoterapia C
4596	DISOPRANIL	9	267	Corticosteroide tópico
4597	TOCALM	1	235	Mucolítico
4597	TOCALM	9	145	Expectorante
4599	COBEFEN	1	142	Antialérgico
4599	COBEFEN	2	88	Antihistamínico
4599	COBEFEN	9	94	Corticosteroide
4601	SIMILAC NATURAL CARE	9	908	Alimento para lactantes de bajo peso
4602	VALPAX	9	224	Ansiolítico
4605	ABACTEN	9	630	Antibiótico macrólido
4606	CRONOLEVEL	9	94	Corticosteroide
4610	TAZONAM NF	1	91	Antibiótico
4610	TAZONAM NF	2	540	Antibacteriano de amplio espectro
4614	TODEXONA	1	91	Antibiótico
4614	TODEXONA	9	313	Antiinflamatorio oftálmico
4615	AMARYL	9	419	Hipoglucemiante oral
4624	CYCLOFEM	9	103	Anticonceptivo
4626	FOSVAL	9	653	Tratamiento de la osteoporosis
4627	GARDOTON	9	10	Antiemético
4628	ULC-OUT	1	7	Antiulceroso
4629	DUOVAL	1	141	Descongestivo
4629	DUOVAL	9	88	Antihistamínico
4630	CIPRODEX	1	26	Antibacteriano
4630	CIPRODEX	9	602	Antiinflamatorio ocular
4631	ALPRAZOLAM L.CH.	9	224	Ansiolítico
4632	NAPHTEARS	9	270	Descongestivo oftálmico
4633	CELLCEPT	9	156	Inmunosupresor
4635	LEFKACID	1	2	Antiácido
4635	LEFKACID	9	7	Antiulceroso
4640	BEMAZ	9	268	Antiglaucomatoso
4642	FLUOXETINA L.CH.	9	130	Antidepresivo
4644	AMIODARONA CLORHIDRATO	1	68	Antiarrítmico
4644	AMIODARONA CLORHIDRATO	2	76	Antihipertensivo
4645	CLOTRIMAZOL	9	376	Antimicótico tópico
4646	CLOTRIMAZOL + BETAMETASONA	9	376	Antimicótico tópico
4647	ESPIRONOLACTONA	9	77	Diurético
4649	LINCOMICINA	9	91	Antibiótico
4650	PREDNISONA	9	94	Corticosteroide
4651	BUTON	9	5	Antiespasmódico
4652	FACITOR	1	174	Antigripal
4652	FACITOR	9	88	Antihistamínico
4654	NOVAMOX	9	91	Antibiótico
4656	SULBAMOX IBL	9	91	Antibiótico
4657	PERIO-AID	9	193	Antiséptico bucofaríngeo
4658	TAPSIN ANALGESICO	1	118	Analgésico
4658	TAPSIN ANALGESICO	2	121	Antipirético
4660	EPIVIR 3TC	9	93	Antiviral
4673	TERFEX	1	376	Antimicótico tópico
4673	TERFEX	2	375	Antimicótico oral
4674	HISTAX	1	554	Antagonista H1
4674	HISTAX	2	142	Antialérgico
4675	ESALFON-D	9	76	Antihipertensivo
4677	VAPOFLU	1	179	Antitusivo
4677	VAPOFLU	9	144	Broncodilatador
4678	CICLOTOS	1	179	Antitusivo
4678	CICLOTOS	9	145	Expectorante
4679	FEDOX	9	88	Antihistamínico
4680	LEODRIN	9	653	Tratamiento de la osteoporosis
4681	INFEX PHARMAFINA	9	325	Antiinfeccioso respiratorio
4694	VISIDIC	1	446	Humectante
4694	VISIDIC	9	41	Lubricante oftálmico
4695	IBARIN	9	375	Antimicótico oral
4697	AZITROM	9	36	Antibioticoterapia
4698	HIPOGLUCIN	9	419	Hipoglucemiante oral
4701	SANDIMMUN NEORAL	9	156	Inmunosupresor
4702	ACTAN CD	9	130	Antidepresivo
4706	METROGEL	9	135	Antiparasitario
4707	SUPRADYN INFANTIL	9	408	Polivitamínico con minerales
4708	LARIAM	9	482	Antipalúdico
4709	INVIRASE	9	93	Antiviral
4710	ENADIOL C.C.	9	560	Terapia de reemplazo hormonal
4713	PROMYRTIL	9	130	Antidepresivo
4715	DACAM RL	1	1074	Antiinflamatorio esteroide
4715	DACAM RL	9	156	Inmunosupresor
4716	TIMOP	9	268	Antiglaucomatoso
4721	XALATAN	9	268	Antiglaucomatoso
4724	ZIX	1	112	Antiinflamatorio
4724	ZIX	2	118	Analgésico
4724	ZIX	9	113	Antirreumático
4725	CELANCE	9	123	Antiparkinsoniano
4726	CORODIN D	1	76	Antihipertensivo
4726	CORODIN D	2	674	Bloqueador de la angiotensina II
4726	CORODIN D	9	77	Diurético
4727	CICLOMEX-20	9	43	Anticonceptivo hormonal
4730	OCTOSTIM	9	392	Antidiurético
4737	TRILEPTAL	9	119	Antiepiléptico
4741	URICONT	1	8	Anticolinérgico
4741	URICONT	9	300	Antiespasmódico urinario
4742	DALUN	3	88	Antihistamínico
4742	DALUN	9	128	Tranquilizante
4749	ELITOS ET	1	179	Antitusivo
4749	ELITOS ET	2	141	Descongestivo
4749	ELITOS ET	3	88	Antihistamínico
4749	ELITOS ET	9	145	Expectorante
4751	SALBUTAMOL AEROSOL L.F.	1	143	Antiasmático
4751	SALBUTAMOL AEROSOL L.F.	2	144	Broncodilatador
4752	BESEROL-S	1	118	Analgésico
4752	BESEROL-S	2	114	Relajante muscular
4754	MICETAL	9	92	Antimicótico
4755	NALERONA	9	86	Tratamiento del alcoholismo
4756	SULCRAN	1	489	Citoprotector
4758	SIMILIBUS	9	88	Antihistamínico
4758	SIMILIBUS	9	142	Antialérgico
4759	VALTREX	9	97	Antiherpético
4761	ENFAMIL A.R. PREMIUM	9	892	Alimento infantil
4763	ENFAMIL SIN LACTOSA PREMIUM	9	892	Alimento infantil
4764	DESOWEN	9	267	Corticosteroide tópico
4767	RITROCEL	9	751	Estimulante del sistema nervioso central
4770	HELIBIX	9	921	Protector mucosa gástrica en úlcera péptica
4773	KLARICID UD	9	91	Antibiótico
4776	M-ESLON	9	176	Analgésico central
4778	ANUAR	9	236	Antiandrogénico
4783	PROCTOGEL	9	699	Antihemorroidal
4785	SIMILAC ADVANCE/SIMILAC ADVANCE 2	9	719	Fórmula para lactantes
4787	JEVITY	9	437	Nutrición enteral
4788	SOLUGEL	9	37	Antiacneico tópico
4789	BBDENT GEL TOPICO	9	238	Anestésico tópico
4792	CORTOPIC	9	267	Corticosteroide tópico
4794	CAMPTOSAR SS	9	247	Antineoplásico
4795	VOLTAREN OFTALMICO	9	313	Antiinflamatorio oftálmico
4796	TRELIBEC FORTE	9	26	Antibacteriano
4797	TULOX	1	179	Antitusivo
4797	TULOX	9	53	Antiinflamatorio respiratorio
4802	SUPRADYN GINSENG	1	408	Polivitamínico con minerales
4802	SUPRADYN GINSENG	9	487	Energizante
4805	NYOLOL	9	268	Antiglaucomatoso
4808	DUROGESIC	9	898	Analgésico transdérmico
4809	MELIPASS	1	224	Ansiolítico
4810	SABRIL	9	119	Antiepiléptico
4812	BACALAO + VITAMINAS A Y D	9	652	Suplemento alimentario
4814	LEFKAFLAM	1	112	Antiinflamatorio
4814	LEFKAFLAM	2	335	Antiedematoso
4814	LEFKAFLAM	9	113	Antirreumático
4817	DESTAP 250	1	94	Corticosteroide
4817	DESTAP 250	9	143	Antiasmático
4821	BCG INMUNOTERAPIA SSI	1	533	Inmunoterapia
4821	BCG INMUNOTERAPIA SSI	9	663	Anticancerígeno vesical
4822	ORALFRESH ENJUAGUES BUCALES	9	378	Antiséptico bucal
4825	CLIMATROL HT CONTINUO	9	560	Terapia de reemplazo hormonal
4827	CASODEX	9	236	Antiandrogénico
4829	ARIMIDEX	9	664	Inhibidor de la aromatasa
4833	JABON ACIDO LIQUIDO CON UREA PH 5.5	9	1305	Jabón cosmético de limpieza
4834	PRIMAQUIN MP CONTINUO	9	560	Terapia de reemplazo hormonal
4836	BIOGENOL	1	659	Antioxidante biológico
4836	BIOGENOL	9	406	Suplemento nutricional
4837	TILDIEM 90	1	79	Antagonista del calcio
4837	TILDIEM 90	2	34	Antianginoso
4837	TILDIEM 90	3	76	Antihipertensivo
4837	TILDIEM 90	9	68	Antiarrítmico
4839	CUTANIL	9	92	Antimicótico
4850	DOTAREM	9	177	Medio de contraste
4851	KANACITRIN	1	668	Antiurolitiásico
4851	KANACITRIN	9	669	Alcalinizante urinario
4854	XENETIX 300	9	820	Medio de contraste no iónico
4860	VIGORBAN PEDIATRICO	9	406	Suplemento nutricional
4861	HIPALEN	9	406	Suplemento nutricional
4862	NIMODIPINO	1	79	Antagonista del calcio
4862	NIMODIPINO	9	78	Vasodilatador cerebral
4864	LOSAPRES	1	672	Inhibidor de la angiotensina II
4864	LOSAPRES	2	77	Diurético
4864	LOSAPRES	3	76	Antihipertensivo
4865	SIMPERTEN	9	76	Antihipertensivo
4867	GLUCOPHAGE	9	502	Antidiabético oral
4869	BENZAC AC WASH	9	98	Antiacneico
4872	LANZOPRAL MD	1	574	Inhibidor de la bomba de protones
4872	LANZOPRAL MD	9	7	Antiulceroso
4873	DINAFLEX	9	169	Antiartrósico
4874	INSULINA HUMALOG	9	155	Hipoglucemiante
4883	AMBROTOS	1	145	Expectorante
4883	AMBROTOS	9	235	Mucolítico
4884	AEROCELL	9	370	Terapia inhaladora
4885	BUTOTAL	9	144	Broncodilatador
4887	BUTOTAL B	9	144	Broncodilatador
4888	CALMURID	9	267	Corticosteroide tópico
4889	CLEBUDAN	9	267	Corticosteroide tópico
4894	DERMODAN	1	37	Antiacneico tópico
4894	DERMODAN	2	532	Fotoenvejecimiento
4896	FOTOCREM-P 40	9	704	Bloqueador solar
4901	NEOSTRATA	9	695	Dermatocosmético
4905	TKC SHAMPOO	1	92	Antimicótico
4905	TKC SHAMPOO	9	243	Anticaspa
4906	TRIBESONA	1	112	Antiinflamatorio
4906	TRIBESONA	2	178	Antipruriginoso
4906	TRIBESONA	3	92	Antimicótico
4907	TRICOXANE	9	382	Antialopécico
4919	ECOTRIN 325MG	9	118	Analgésico
4919	ECOTRIN 325MG	9	121	Antipirético
4920	ECOTRIN	1	167	Antiagregante plaquetario
4920	ECOTRIN	2	118	Analgésico
4920	ECOTRIN	9	121	Antipirético
4921	HAVRIX 1.440 U.E. ADULTO	9	675	Inmunoterapia hepatitis A
4922	HAVRIX JUNIOR 720 U.E.	9	675	Inmunoterapia hepatitis A
4924	AUGMENTIN BID	9	202	Antibiótico de amplio espectro
4925	LIPITOR	9	276	Hipocolesterolemiante
4930	TRUSOPT	9	268	Antiglaucomatoso
4931	TIMOPTOL-XE	9	268	Antiglaucomatoso
4933	HYZAAR	9	76	Antihipertensivo
4939	HEBERBIOVAC HB	9	527	Inmunoterapia hepatitis B
4940	INCORIL AP	1	79	Antagonista del calcio
4940	INCORIL AP	2	68	Antiarrítmico
4940	INCORIL AP	9	191	Hipotensor
4943	TENSIOMAX	1	192	Miorrelajante
4943	TENSIOMAX	9	127	Sedante
4944	DESFERAL	9	513	Quelante
4948	TAREG	9	76	Antihipertensivo
4949	BACTROBAN NASAL	9	309	Antibiótico tópico
4950	ZARATOR	9	73	Hipolipemiante
4952	PRAZAM	1	224	Ansiolítico
4952	PRAZAM	9	128	Tranquilizante
4953	ELEVAL	9	130	Antidepresivo
4954	TRIO VAL DIA Y NOCHE	9	174	Antigripal
4955	CLAVINEX DUO	9	202	Antibiótico de amplio espectro
4959	VALCRON	9	295	Antioxidante
4964	DOLORUB	1	118	Analgésico
4964	DOLORUB	2	112	Antiinflamatorio
4964	DOLORUB	9	162	Rubefaciente tópico
4964	DOLORUB	9	393	Analgésico tópico
4967	FOLLITRIN	9	485	Inductor de la ovulación
4970	CICLIDON	9	692	Contraceptivo oral
4971	CICLIDON 20	9	692	Contraceptivo oral
4976	APRIX-DN	9	174	Antigripal
